,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
163,EDAFAF,FFFAAC,DEFFAA,FFEDAC,FFFFAA,AACFAF,BBAAFE,FEDFBA,FFEFAB,DDEFEA,FFEEDA,AAAAFF,AAABFF,FFFEAA,FECAAF,AABBFF,AAADDF,CCAAFE,DDFAAF,FEDAAF,FFEECA,FFFBAB,AABFAF,AAABFF,AABAFF
164,FFFFAE,DEFFAA,ABCFFA,FFEBAA,AAAAFF,FFFFAA,FFDFAA,AAAAFF,FFEABE,FFFEAB,BCFFEA,ABBFFA,CCAAEF,DEFFAA,BAAAFF,FFEABB,AAAAFF,FFFEAA,CCAAEF,EEFFBA,FFEFAC,AAABFF,DCAAEF,CBAAFF,DEFFAA
165,FFFEAA,AAAAFF,EDAFAF,AAFAFF,AACAFD,BBAFFD,EEDAFA,FFFBAD,AAAAFF,CCAFFB,CBAAFF,CBAAFF,AAABFE,AABDEF,FFFADD,AAFFAE,FFFFAC,FFFFAA,FFEBEA,FFDFAD,EEEFAA,CBAAFD,AADAFE,CDFFCA,BBAAFF
166,EEFEDA,FFFACB,FFECAB,EDCAAF,DCDAAF,EDACAF,CDFAFA,AABFFD,FFFDAA,BBEFFA,FFFCBA,CCBAEF,AAAAFF,EEFFAA,FFFFAA,FFFFAA,FFFEAA,EEFBFA,BBAAFF,AAACFE,BAABFF,FFFAAB,EEFAAE,BBABFF,ABDFAD
167,EEFFCA,FFEEAA,BBBABF,AAADFF,BBABFE,FFFAAE,AACEFD,FFFCAA,EEFFAA,FFFFAA,FFEAAD,AAABFF,AAAAFF,FFEFAA,FFFFAA,DCCABF,AAAAFF,AABAFF,FFFAAB,EEFFBA,EEFCFA,FFFAEA,FFFDAB,DDFAFA,AAAAFF
168,FFFFAA,CCABFB,FFFEAC,AABAFF,AABFFD,FFEFAC,DEFFAA,AAAAFF,FFFFAA,EEEFAA,BBAAFD,EDAADF,FFFFAA,BBAAFF,ABFFDB,AAAAFF,AAAAFF,EEFFAA,FECAAF,CDFEAB,AAACFC,FFFFAA,FFFEAA,AAAAFD,AAAFEF
169,AAABFF,DEFFAA,FFFFAA,FEAAFC,AAABFF,AABBFB,FFFEAA,FFEBAC,AAAAFF,AABAFF,AAEAFD,FFFEAA,AAAAFF,FFFCAC,AABBFF,EEFDDA,FFFFAA,FFFFAA,AAAAFF,AAABFE,EEFEAA,FEDAAF,AABAFF,AABAFF,BCEFFA
170,FFFFAA,FFEEAB,BBFAFE,AAACFE,DCAECF,AABBEF,AABFAF,AAFAFE,AACAFE,EECFCA,FFFFAA,FFFFAA,FFFBAB,AAABFF,AAABFE,FFFFAA,FFFEAA,AAAAFF,AAAEBF,FFDAFA,FEAFAC,BCFBFA,AAAAFD,EEFAAC,BBAAEF
171,AAAAFF,AABDFE,FFFFAA,FFFFAA,FFFFAA,FFEEAA,BBAAFF,AAAAFF,AAABFF,AACDFC,FFFDAA,FFFFAA,DCAAFD,CCABAF,AAAAFF,AAABFF,FFFFAA,FFFFAA,FFFFAA,FFFCAC,AAAAFF,AAABFF,AAABFF,AAABFF,FFEFAA
172,BBBAFF,EEEDAF,FFFFAA,AABDFE,FFFEAA,AAAAFF,FFEFAA,AAACFF,CCDADF,AAADFD,FFFFAA,AAABFF,AAAAFF,FFFEAA,FFFEAA,AAABFF,CDDFBA,FFEBAB,FEDFBA,AABBFF,BBDADF,DDEFCA,AAAAFF,EEFFAB,DEFAAC
173,FFFEBA,FFEEAC,EEFFAB,AAAEFF,BBADCF,AAADFF,AAAAFF,AACAFF,AAADFE,FFFFAA,FFFFAA,FFFFAA,FFDAAE,AAAAFF,EEFFAA,FFFEAA,FFFDAA,AAADFF,CCAFFA,FFDFAA,BBAAEF,BBAAFF,FFDFAB,FEAEFA,AAAAFF
174,FFFFAA,FFAFDA,FFECAE,AAABFF,AABFFB,FFEFAC,FFFFAA,AAAAFF,FFFFAA,FFEFAA,BCBFFA,FFFEAB,AAAAFF,ABEFFA,FFFEAB,AAADFE,AAAAFE,AAAAFF,FFFCAB,CDFAAE,AAAEFC,FFFEAA,FFFAAC,AABFFB,AAAAFF
175,BBCAAF,AAFAFD,DEFDAA,FFEAAD,AAAFAF,DCAAFD,FFFDAD,BBCFAD,AACECF,BAAEFD,FFAEAB,FEEFAA,AACBFF,AABBDF,FFFFAA,FFFFAA,FFFEAA,FFEFAA,FEDFDA,FEDCFA,ABFAFE,BCFAFD,AABAFE,BBAAFF,FFAFAA
176,FECFEA,FFBBAD,FFEFAA,AAACFD,FFDAFA,BBAFFB,CBACFF,AABAFF,AABAFF,AACAFE,CBBEAF,EEFFAB,FFEEAD,AAAFCF,FFEAAB,FFFFAA,FFEEBA,FFEFAA,FFCFAD,EEFAFA,CCEAFA,EEFAFA,DDFAFA,EDAFAE,AAABFF
177,AABAFF,FEAFCD,ABEFAF,AAAFEF,AADBBF,EEADFA,FFFDBA,FFFFAA,DCBAAF,AAAAFF,AAACFF,AABBDF,AAADFB,FFEEAA,FFEFAA,FFEFAA,FFFFAA,AABAFF,AABAFF,AAACFE,CCBFBA,FFFAAD,FFFEAC,ABFAFE,EDAFFA
178,EEFFAA,FFFAAB,AAEAFE,AAAEFE,EEFAAE,AAAFFD,EEBFEA,FEAFDA,FFEFAA,FFFFAA,AAAAFF,AAABFF,FFFEAA,FFFEAA,AAABFF,AABBFF,AAABFF,EEFFAB,ABEAFF,EEFEFA,FFFAFA,DDAFAF,EEEFAA,FFFDDA,BBBABF
179,EEDEAF,BCFEFA,FECFBA,FFFAFB,FFFBDA,ABFFAE,BCFFAB,AAAAFF,AAAFBE,CBAAFE,FFCDAC,BCFFAB,AAFCFB,AAAAFF,AABFDD,ABEFAB,FEAAEE,FFFAAD,FFCECA,EEFFAA,BCDFAC,FEADFA,BBBAFF,BBAFFA,BCFAFA
180,AAABFF,FFFFAA,FFFBAA,FEEFAE,BBAAFF,BAABFD,FFFEAA,FFFEAA,DCBABF,AAABFF,AAABFF,AAABFF,AAAAFB,FFEEAA,FFEFAA,FFFFAA,FFFEAA,AAAAFF,AAACFF,AAAAFE,EEFFAA,FFFDAA,FFFAAC,AAEEFB,AAAAFF
181,ABFFFA,FFEADA,EEFAFA,CCADFC,BBAAFE,FEEAFD,ABFAFE,CCFAEF,EECAAF,AABAFF,EEFFAA,DDAFEA,AABEFF,AADBEF,AABBFE,CDEFFA,FEAFAA,EEFFAA,FFDFDA,FFFFAA,FFCEAB,FFCFAB,EEEFAA,BBEAAF,AABAFF
182,AAADFE,AAAECF,FFEFAC,FFFAAB,FFFAAE,FFEEAA,FFEFCA,FFDABB,BBADEF,AAABFF,AAABFF,AABAFF,CCCFFA,FFEEAA,FFEEAC,AABAFE,EEFFAA,AAACFF,BBBAFF,EEFAAE,FFFFAB,FEABFD,AADAFF,AAAFFD,BBFBFA
183,AAAAFF,AABAFE,FFFFAA,FFEFAA,FFFEAA,FFFFAA,BBBABF,AAAAFF,AAABFF,AAABFC,FFFEAA,FFFFAA,CCAAFF,CBAADF,AAAAFF,AABBEF,EEEFBA,FFFEAA,FFFFAA,FFFDAA,AAABFF,AAACFF,AAAAFF,AABAFF,EEEFAA
184,AAAAFF,AADBFE,FFFFAA,FFFFAA,FFEFAA,FFFFAA,BBBADF,AAABFF,AAACFF,AABAFE,FFFDAA,FFFFAA,BBBAFE,CCBADF,AAAAFF,AAACFF,EEFFAA,FFFFAA,FFFEAA,FFFFAB,AAACFF,AAACFF,AAAAFF,AAAAFF,EEFFEA
185,AAABFF,DDEAFF,FFFFAA,BCFFAA,FFDFAA,FFFEAA,AAAAFF,AACDFD,FFEFAA,BBBAFF,AAAEFD,FFEFBA,EDCAAF,AACFFC,CCBACF,AABAFF,AABCFF,FFFFAB,AAACFF,FFFFAA,AAAAFF,AABAFE,AAABFF,FEBABF,FFEAFA
186,FFEFAA,FEAFAF,AABAFF,FFFAFB,BBAAFD,EECFAA,AAAEFE,AAAFBE,CCDCFA,FEADAE,BBAFFB,FFFDAA,FFFEAA,FFEFAC,AABAFF,AAABFF,FFFFAA,AABBFE,BBAFAF,EEFADF,CBABCF,AAABFF,EEFDDA,FFDACC,BBAAEF
187,AAAAFF,CBAAFF,EEFBCA,FFDDCA,FFFACB,FFFBAB,EEEFCA,FFCDAC,AAAFBE,AAABFF,AABAFF,AABAFF,AAAAFF,FFEFAA,FFFAAB,DCBAFB,BBACDF,DDEFFA,AAAECF,FFFFAA,FFDAAE,EECFAA,DDFFAA,AAADDF,BBAAFB
188,FFEEAA,AAAFFE,FFFAFA,AACFEC,EEFADE,FEAFDA,DDDFFA,FFEAAE,AAADFF,AAAAFF,DEFFAA,AACCFF,FFEFAA,AAABFF,AAACFF,EDAFAB,FFAFAB,FFEFAA,FFFFAA,FFFAFA,CCFABE,AACAFF,DCAAFE,FFBBAD,EDAADF
189,FFEFAA,FFFEAB,ABBAFE,AADAFF,AAAAFF,EECAAF,AAAEFB,FFDFAA,FFFFAA,FFFFAA,CBAAFF,AAABFF,AAAAFF,EEFFAA,FFFFAA,FFFDAD,AAABFF,AAAFFD,FFEFAA,FFEABC,BBAAFF,EEEFAA,FFFCAA,FFFCBA,AAABFF
190,BBAAFE,BCFFCA,DDFFBA,AAADFE,FFFFAA,AAAEFE,FFFFAA,AAAAFF,EEFFAA,AAACFF,EEEFEA,BBAAFF,AAAAFF,FFFEAA,CCBAFF,AACBFE,FFEFAA,FFDBAC,EDBAEF,FFFAAE,CCEFFA,FFFAAD,AAABFF,DCAAEF,FFCBFA
191,BBAAEF,AAACFF,BBBAFF,AAADFC,FFFAFA,BCFFAA,BCFFCA,FFDAFA,FFEFAA,FFEAAD,AAABFF,AAABFF,AAAAFF,FFFFAA,FFFEAA,FFFFAA,FFFEAB,AAAAFF,AABEFC,AAACFF,DDFAAF,FFEACA,EEFCAD,FFBCFA,FFFDAA
192,AAAEFF,FEEAFC,DCAAFE,FFEEAA,FFEFAA,AAABFF,DEFFAB,AABAFF,AAAAFF,FFFFAA,FFFFAA,FFFCAC,AAAAFF,FFFEAA,AAAAFF,AAAAFF,AAACFE,FFFEAA,FFEBAB,AAAAFF,AAACFF,AABBFD,EECABF,BBFEAF,FFAAFB
193,AAAAFF,FFEFAB,EEFDDA,BBAFAF,AAAAFF,AADAFB,FFEEAA,FFFAAD,AAAAFF,AAABFF,AABAFF,AABAFF,FFFFAA,FFEFAA,FFEFAA,FFFFBA,EDAADF,AABAFF,AAABFF,BBAFBF,FFEECA,FFFEAA,EDAFAF,CCAFFA,ABCFBB
194,AAAAFF,AAAAFF,EEEAAF,AADFFB,FFEFAA,FFFFAA,AACFFD,FFCCAB,AAABFF,EDCAAF,AABFFD,EEEFEA,AACBFF,FFECAE,AADFDE,FFFFAA,FFFFAA,FFFFAA,FEEFBA,FFFAAD,AAABFF,EEEFCA,AAABFF,EEFFAA,CCDDFA
195,AABAFF,BBBADF,AADAFE,FFBBAE,AABDFF,FEEFAA,FFFEAA,FFFDAA,BBAAFF,AAABFF,AABAFF,DDEAFB,AAAAEF,FFEEAB,AAAFCE,FFFEAA,FFFFAA,FFFCAB,AAAAFF,AAABFF,AAAEFE,FFEDAB,EEFEDA,FFFBCA,FFABFA
196,AAAAFF,CCCFAF,DDCFAE,ABFBAF,AAAFFE,EEEFCA,FFFEAA,FFFEAA,CBBACF,AABBFF,AAADFE,FFFCDA,ABBACF,AAEDEE,AAAEFF,FFEDCA,FFFFAA,FFFFAA,BBACAF,AAAAFF,AAAEFE,FEBFBA,EEFFAA,AAAAFE,AAAAFD
197,AADFAF,EEFFAA,BBAAFF,FFFEAA,FFFFAB,AACEFE,FFDCAB,AAAAFF,CDFFDA,FFEAAC,AABBFF,FFFAAC,FFFFAA,FFCBAC,EDAAEF,AAABEF,AAAAFF,FFFFAA,FFFEAA,BBAAEF,AAABFF,FFFFAA,DDAAFF,AAABFF,FFFAAC
198,FFEFAA,AAAEFD,FFEFAD,BBDFFA,FFEFAD,AAAFFC,FFFEAA,AAABFF,FFFFAA,BBAAFF,FFBAFB,FFFBAB,AAAFFB,AAABFE,BAAAFF,FFFDAA,AAAAFF,FFFEAA,AAAAFF,FFFFAA,BBAAFF,EEFFAA,BBAAFF,ABEFAD,EEFFAA
199,AAABFF,FFFFAA,FFFFAB,BBAAFF,BBAAFF,ABFAFB,FFFFAA,FFFEAA,AAAAFF,AAABFF,AABAFF,EDAAAF,EEEFBA,FFECAA,FEAFDA,FFFFAA,FFFEAA,AAAAEF,AAABFF,AAAFAF,EEFBFA,FFCBFA,BBAFFC,AABBEF,AAAAFF
200,AAACEF,FEEDAE,ABEFFA,FFEBAE,BCFFCA,FFFFAB,EEFEEA,AAAAFF,ABFFBB,DDDAFF,AABBFF,AAABFF,CCCFFA,FFEFAA,FFEFAA,BCFFAC,AAAAFF,EFFFAA,EDBABF,AAABFF,EEFFAA,BBAAFF,BBCFFA,EDAAEF,FFFACB
201,AABDFE,AABEFD,FFEAAE,AAEFFB,FFFEAA,AAABFE,FFFFAA,AAABFF,FFFAAD,AABCFE,AABAFF,DDFAAE,FFFEAA,FFEFAA,FFFFAB,AAABFF,FFFFAA,AAAAFF,AAABFE,FFFFAA,AAABFF,AAABFF,FFFFAA,BBABFF,AABDFE
202,FFFFAA,FFEACA,FEBAFD,AAAAFF,AABAFF,AAACFB,CDFFAA,FEAFEB,EEFFDA,FFFEAA,FFFBAC,AAABFF,AAAAFF,ABFFCA,FFFEAA,FFFFAA,BBAAFF,AAABFF,AACBFF,BBACFE,FEBFCA,FFEBAD,FFEFAA,CDFBFA,AAAAFF
203,AAAAFF,AABAFE,FFEFAA,FFFEAA,FFFFAA,FFEFAA,ABABCF,AABAFF,AAACFF,AAEAFE,FFFFAA,FFEEAA,BBBAFF,CCBAAF,AAABFF,ABBAFF,EEFFBA,FFFFAA,FFFFAA,FFEEAA,AAAAFF,AAAAFF,AAABFF,AAAAFF,EEEFAA
204,FFEFAA,FFFAAD,EEFFAE,EEBAAF,FFFEAB,AAABFF,AABFAF,AABFBF,AAEAFC,EEFFBA,FFFFAA,FFFFAB,AAAAFF,AAAAFF,FFFFAA,FFFFAA,AABBFE,AAAAFF,AAFAFE,CCAFEA,FEDAFE,DDFFAA,ABFAFE,BBAAFF,AAAAFF
205,FFEEAA,EDCAFE,EEBFCA,AAEAFE,CDFAFA,ABFECB,ABFCAF,AABAFF,AACAFF,AAABFE,CCAFAE,EEFFAA,FFFFAC,AAADFF,FFFDAA,FFFDBA,FFFDCA,FFEEAA,FFCFAE,AACCFF,BBCFAE,EDAFFB,EDABFB,FFFACA,DCAAFF
206,AABAFF,FEAFEA,FFFAFA,FEDAFB,FFEEAE,EEFCEA,EFFCAB,FFFEAB,AAABCF,AABBFF,AAACFF,AAEEAF,DDDFEA,FFCEBA,FFFAAB,FFEECA,FFEAFC,BBBAEF,AAAEEF,AABBFF,FFDADA,DEDFAA,ABBFAC,DEFAAE,AAAEFE
207,EEECAF,FFFFAA,BBAAFF,EFFFAA,EEFAAF,AABFFB,FFEAAE,AAAAFF,FFFEAB,CBAAEF,FFFFAB,AAAAFD,BBAAFF,FFFEAA,AACFDB,BBDAEF,DEFFAA,DEFAAF,CCDFEA,FFEEAC,AAACFD,FFFAAC,AAABFE,FFFAAB,EEFFAC
208,AABADF,BBDAFF,EEFFAA,EEFDAB,AAAFFC,BCFFCA,DDEFCA,FFFCAA,FFFCAA,AAACFF,FFEAAC,AAAAFF,AAAAFF,FFEEAA,FFFFAA,FFFEAA,FFFEAA,FFFFAA,ABAAEF,AAAEFE,AABAFE,AAABFF,AAAAFF,AAABFF,FFFFAA
209,BBAAFB,FFBBFA,FFEEAA,FFFACA,FFFBDA,FFCFAA,DCACAF,AAAAFF,AAABFF,AABAFF,AAAAEF,EEEFBA,FFFEAA,FFEFAD,AAABFE,AAADFD,AACFEE,EDABFA,FFFBCA,EFFCCA,DDAAFA,BBAAFF,CCFAAF,AABAFF,AAAFDF
210,FFFEAA,EEEAAF,CCAFAB,CCEAFF,FEAFAA,BBAFBF,AAADFF,AADEAF,AADEFC,AABEDF,DDDFFA,FFFACB,FFDFAB,AAACFE,FFEFAA,BBFFAB,FFFEAB,FFFAAB,AABFFE,EEFFBA,EEEAFA,BBCAFA,EEFAAD,DDAFAD,AABAFF
211,AABCFB,FFEAAE,FFBABD,FEAFFA,EDAAFE,EDBABF,FFFEAA,FFDFBA,BBAAEF,AAABFF,AAAAFF,AAABFF,EEFFAA,FFFFAA,AABCCF,AAAAFF,BBAADF,AABBFE,EDBAFF,BBBFFA,FFFCCA,FEBFAA,AAABFF,BCBFFA,ABFADF
212,AAACEF,AAABFF,FEFEAE,EEFCCA,EEAFAF,AABBEF,AADDAF,BBDEFA,FFFAFA,FFFFAA,FFFFAA,FEAACF,AAAAFF,AAABFF,FFFFAA,FFFEAA,FFBAAC,AAABEF,AABBFF,EEFAAF,BAAAFF,AAACDF,AAAFFF,EDAAFB,FFFFAA
213,AABAFE,FFEEAA,FFEFAA,FFDEAB,FFDFAA,ABFFBB,BBCAFF,FFABAD,AAADCF,AADCDF,EEFEEA,FFDAAD,AAAAFF,FFFFAA,DDDABF,FFFEAA,FFFDAA,FFFFAA,FFBCAD,FEAFCA,AAAAFF,BBACFF,AABAFF,AABAFF,EEEFAB
214,AAAAFE,FFEEAA,EEEFBA,FFAEBC,BBEFAC,AAACFE,AAAEFF,ABBADF,AAAAFF,AAFADF,EEFABC,FFFEAA,AAAAFF,DEFFAA,CCDAFF,EFFCCA,FFFDBA,FFEEAA,FFEFAA,FFFEAB,ABBEFA,AAABFF,AAABFF,AABBDF,AAADFF
215,AAAAFF,DCBAFF,ABAFAD,AABAFE,AAAEFF,DDAEFA,FFFFAA,FFEFAA,BBAAEF,AAAAFF,AAABFF,AAAEBF,AAAAFF,FFFCAA,FEDCFA,FFFFAA,FFFFAA,FFFDAB,AAAAFF,AAACEF,EEFFAB,EEFFAE,BBFFAE,AABAFF,AAAFFE
216,AAAAFF,BBAAFF,FFFADA,BBAFAF,DDDFCA,FFFFAA,FFFFAA,CCAADF,AAABFF,AAABFF,AABCFF,EDAFBA,DDDFFA,FFECAB,DCAAFF,EEEFDA,FFFFAA,FFEFAA,AAAAFF,AAAAFF,AABBFE,DDECFA,BCFBFA,FEADAE,EEFDDA
217,FFFFAA,FFEEAB,DEFCAB,AAAAFF,BAACFE,FFFBAB,AADACF,AADFFC,DEEFBA,FFFFAA,AAAAFF,EEFFAA,FFFFAA,AAAAFF,AAABFF,AACAFF,CDFBFA,EECFAF,FEAFAA,FFFAEA,EFFBDA,FFCFCA,DDDCFA,FEAFAD,AAAAFF
218,FFFACB,AACFFB,AAAAFF,FFCFAA,EEFFAA,AAADFD,EEBFCA,BBBFFA,FFEAAE,AAABFF,AAABFF,AAABFF,FFFFAA,FFFEAA,FFFEAA,FFFFAC,AAAAFF,BBAAFF,AAAAFF,FFFFAB,BBBFEA,AACBCF,FFFFAA,FEBABF,FFEABB
219,AAAFFE,FFFEBA,FFFFAA,FFEEAA,EEFFBA,AABFFC,BBAAEF,AAACFF,AADFCD,BBBAFF,AAADFE,FFFEAB,AAAAFD,FFFEAA,AAABFE,AAAFBE,AAAFFE,FFFFAA,FFBFBA,EEFFCA,FFFFAB,FFFFAC,ABDAEF,AAAAFF,AABFFD
220,AABFFE,FFCEAD,AAAAFF,FFFEAA,BBDCAF,BBACFA,DEEFDA,FFDFBA,FFFEAA,AAAAFF,AAABFF,AAABFF,AAADFB,FFFEAA,FFFFAA,FFFFAA,AABAFF,AABAFF,FFBAFB,AADFDE,AAADFC,AAABFE,AABAFE,FFFCBA,AAABFF
221,FFFEAA,FEEBAF,AAEABF,AABFFB,EEFAAF,EDCACF,AAAAFF,FFFAAD,FFFAAD,FFFEAA,FFFCAB,FFFCAA,FEBAAF,AAAAFF,AAAAFF,ABFFEB,FFFFAA,FFFFAA,EECAAF,AAAAFF,EEBABF,AAACDF,EEFFAA,BBAAEF,FFEBAB
222,AABAFF,BBCAEF,FFDFAA,AAFFBD,FFFFAC,FFFFAA,FFEDCA,FFECAD,AAAAFF,AAABFF,AAABFF,FFBCAC,AAAAFF,FFCEAB,AAAFFE,FFDFBA,FFFEAA,FFFCAB,AACAEF,AAACFE,AABFBF,BBAAFF,FFAFAC,FFFBAA,FFFBAA
223,FFFFBA,FFFDAA,BBAAFE,BBADEF,AACAFF,AAAAFF,AAAEFD,FFEFAA,FFEFAA,FFFFAA,BBAAFF,AAABFF,AAAAFF,FFFEAA,FFFEAA,CCCADF,AAABFF,FECFEA,FFFDAB,DCBAEF,BBBFFA,FFEEEA,FFAFAC,BBABBF,AAAAFF
224,AAABDF,AAAAFF,ACFFAC,FFEFAC,FFACEA,FFFEAB,FFDBCA,FFFEAA,AAAAFF,AABAFF,AABAFF,AAEAFE,FFFFAA,FFFEAA,FFFEAA,EEFFAA,DCAAEF,AAAAFF,AAAAFF,BBABEF,FFBAEB,DDEFAA,DEFEAA,EEFFAB,FFCFCA
225,FFAFFA,DDFAFC,FFBFAB,FEAFAD,AADFFC,FFFBAE,BBAAFE,BAACFE,BBAAFF,AAABFE,AAFAFE,FFFEAA,EEBFAB,AAABFE,FFFFAA,FFEEAA,FFFDAA,FFFBAB,EEFFAA,CDFEAD,AADAEF,AABEEF,FEFAAE,FFFAAB,AABBFF
226,EDAAFE,AAAFFD,AAFFAF,EEFFAC,BBAEFF,AAFEFC,CDDFFA,ABFFAC,FFFEAA,FFFFAA,FFFEAA,CBAAFF,AAAAFF,AAAAFF,FFEEAA,FFFEAA,FFBDAC,AAAEFE,ABDAEF,AACAFF,FFEBAB,BBBFFA,AAACDF,DDFEAE,EEFFAA
227,AADBFF,FFEDAA,FFFFAA,FFFEAA,FFFFAA,AAADDF,AAAAFF,AAAAFF,AABAFF,BCEFBA,EEFFAA,FFFEAA,DCBABF,AABEFE,FFFCAB,ABEFAD,AAADFD,FFFFAA,FFFEAA,FFEFAA,FFCEAA,BBABCF,AAABFF,AAABEF,BBAFFB
228,AAABFF,AAAAFF,DDDAFD,FFFDAA,FFFFAA,EEFFAC,FEAFAC,BBCABF,AABAFF,AAABFF,AABAFF,AADFAE,EEFFAA,AACAFF,AAADEF,CCFAAF,EEFFCA,FFFDBA,FFFFAA,EEDFAA,BBDAFB,BBEAFF,EEFDAB,BBEAFA,BBBAFB
229,AABAFE,DDAAFF,AABFBD,FFFEAA,FFAEAB,BBACFF,AAAAFF,CCFBFA,CBABFD,FFFFAA,FFFFAA,FFFFAB,AAAAFF,AAAAFF,FFFFAA,FFFFAA,FFBBAC,AAAAFF,AAABFF,AADFCD,FFAFAD,AABAFF,EEFADB,EEEFAA,FFFABB
230,AABAEF,AAAAFF,BBAFFC,FEFAFA,FFCAED,FFBAFA,FFEBAA,FFFEAA,AAAAFF,AABAFF,AABAFF,DDDAFE,ABAEFB,FFEFAA,AAAFAF,FFFEAA,FFFFAA,EDAABF,AAABFF,AAAEFF,BBEFAD,AACAFE,CCFFAB,FFCFAA,FFFEAA
231,FFFFAA,FFFAEA,DDDAEF,AABFAF,AAEAFE,BBDAAF,FFEAFA,FFFEAA,FFFFAA,FFFFAA,AAABFF,AAABFF,AAAAFF,FFFEAA,FFFEAA,FFFFAA,AAAAFF,AABAFF,FFFEAA,FFEFAA,EEFFAA,CCAAFC,FFEFAA,EEFFAA,AAAAFF
232,FFFFAA,AAACFE,FFECCA,AAAAFF,FFFEAB,BBAAFF,AABBFD,FFFEAA,BBAAFF,ABBFFA,FFFDAC,AAAAFF,FFFEAA,AAAAFF,AADFFB,AABFFC,AAAFFC,AAAEFD,FFFEAA,AAAAFF,EEFFAA,FFFAAC,AAAAFF,BBAAFD,FFFAAC
233,AAAAFF,EDAFFA,EEFFCA,CBAAFF,FFFFAA,CBAAFF,EEEACF,FFFFAA,AAABFF,FFEFAA,FFFBAD,AABCFC,FFFBAC,AAABFF,FFFFAA,FFBABE,AAAAFF,AAABFF,EEEFBA,AABBFF,FFFFAA,AAABFF,CDFFAA,AAAEFB,ABBFAD
234,AAADFE,FFFFAA,FFFFAA,FFEAAD,BBAAFE,BBEAFF,AAAAFF,AACAFF,AAAAFF,AAAAFF,AAFAFE,FFFFAA,AAAAFF,FFFEAA,AADFFC,AABEFE,FFFFAB,FFFECA,FFFFAA,FFFFAA,FFFEAA,FFFBAB,AAAAFF,AAABFF,AABBFF
235,CCBAEF,CCBACF,AAAAFE,EEFDAD,FFFEAC,EEFFAA,FFFDAB,FFFEAA,BBAAFF,AAABFF,AAABFF,AAAAFF,BBBDFA,FFFEAA,FFEFAA,FFFFAA,FFFFAA,AAAAFF,BCFFAA,AACAEF,FFFCAC,ABFEAE,CCCFCA,FFFFAB,EEFFAA
236,AAABFF,FFFFAA,FFEEBA,FFEFAB,FFDABB,AAEBFE,AAAEBF,CCEAFF,AAACFF,AAADFF,DEFAFA,BBAAFF,AAABFD,FFEBAA,BAAAFF,DEFFAA,FFFFAB,FFEFAA,FFEFCA,FEAFAB,FEAFDA,DEEFAE,AABADF,BBAAFF,AAACFE
237,FFFFAA,FFEAAD,AAADFE,AADBFE,CBBAEF,FEBAFD,ABBFFA,EEFFAA,FFFFAA,BBAAFF,AAABFF,AAAAFF,BBBFFA,FFFEAA,FFFEAA,FFFFAA,AAAAFF,AAAAFF,AAACFF,FECAAF,FFFEAB,DDFFAE,FFEABA,FFCEDA,BBAAFF
238,FFEEAA,EEFAAF,BCFAFB,FFBEEA,DDBFAF,AAABDF,AAADFE,AAABEF,BCFDFA,EEEFCA,FFFFAA,AAAAFF,AAAAFF,AAABFE,FFFFAA,FFFFAA,FFBDBA,AAAAFF,AAACFF,ABFAFF,AAACFE,FEBADE,DEFCEA,BBAFAF,AAABFF
239,DEFFDA,FFECBA,FECFAA,FFFAAC,FFCDFA,AAAAFF,BBAAFF,AAADFE,AABAFF,AAFAFC,FFDCEA,FFEFBA,AAADFE,AAAAFF,AACAFF,FFCAEC,CDFFAD,FFEFAA,FFFFAA,FFFFAB,DDDBFA,AAAAFF,AAACEF,AACFBE,BBAAFF
240,FFFFAA,BCFAFA,FFFDBA,AABAFE,CCCFFA,DCAACF,BBAFFA,EEFFBA,FFEFAA,AAAAFF,FFFFAA,FFFFAA,AAABFF,AAACFF,AAAAFF,AACAFF,CCEACF,FFFABC,CDFAFB,CDEFAA,DEFEAB,EDAAFF,BCFFAC,FFCDFA,FFFAAB
241,FFFFAA,FFFDAB,CCAFAF,AABEDF,BBAAFF,AAEAFD,AAABFE,FFFFAA,FFFEAA,FFFFAA,FFFCAB,AAABFF,AAAAFF,EFFFAA,FFFFAA,BBAAFF,AAABFF,AAADFE,AAAFAF,DDAAFD,FFFFAC,FFEFAB,FFDFAA,FEDAEE,AAABFF
242,AAAAFF,AADFFC,FFFFAA,FFEFAA,FFFFAA,FFEFAB,AAAAFF,AAABFF,AAACFF,ABFAFB,FFEEAA,FFFFAA,CCCAFF,BBBACF,AAAAFF,AAADFF,EEFFAA,FFFEAA,FFFFAA,FEAAFE,AAABFF,AAABFF,AAAAFF,AAACFF,EEFFBA
243,AACBDF,FFFBAC,AAEFAD,DDAFAB,EEFAFA,AACAFF,EEFFAC,FFDAEB,BBABCF,AAABFF,AAAAFF,AACAFF,DDEFDA,FFFDAA,FFFBAB,FFFFAA,FFEEAA,AABAFF,AAAFFE,AAACFF,BBAAFD,EEFBAE,AACAFC,DDBCFA,EEEFAA
244,AADFED,FFDFAA,FFFFAA,BBAAFF,AAABFE,FFFFAA,FFFFAA,AAAAFF,AAABFF,EEFFBA,FFFEAA,FFFAFB,AABAEF,AACAFE,FFEFAA,CBAAFF,EEEFBA,FFFEAA,AAAAFF,AAAAFF,FFFFAA,AAAAFF,AAACFF,FFFEAB,AAACFF
