,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
148,ABCDE,DDDCA,ADEDA,EDCBA,DDDCA,DBABE,ABDDE,EDCBA,EDCBA,ABCDE,ABCDE,EDDBA,CCDDA,EDCBA,DAACE,ACDEB,EDCBA,ABCDE,ABCDE,CDECA,EDCBA,BBBCE,EBABD,ABCDE,ABCDE,DDDCA,EDBAB,ABCDE,ABCDE,EDBAC,ABDDD,DEDBA
149,EBBCB,EDBAB,EDBAB,BBBCE,ABDDE,ABDED,ABDDD,DEDCA,EDCAA,EDCBA,EDCBA,ABCDE,ABCDE,ABCDE,ABCDE,ABDED,EDCBA,EDCBA,EECAA,EDCBA,EDCBA,AABDE,ABCDE,ABCDE,ACDEC,EDCBA,EECAA,EECAB,EDBAB,ABCDE,ABCDE,DEDBA
150,EBBCB,DAACE,ECAAD,ACCCE,EECBA,DEDBA,BEECA,BABDE,CABCE,ECCCA,CEDCA,EDCBA,EDBAB,ABCDE,ABCDE,ABCDE,EDCBA,EDCBA,EDCBA,CABCE,ABCDE,EDBAB,ABDED,ABDED,EDBAB,EBABE,BDEDA,ABDEC,ACEDA,ECBAC,ECBBB,ADCBE
151,ABCDE,ABDDE,EDCAA,EDCBA,EDCBA,EDCBA,EDBBA,EDBAB,AACDE,ABCDE,ABCDE,ABCDE,EDBBA,EDDBA,EDCBA,CBBCE,EDBBB,ABCDE,ABCDE,ABBDE,EECAB,EDCBA,EDCBA,EDCBA,EDCBA,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,CDDDA,EDCBA
152,ABDEE,DCAAE,BEECA,EDCBA,ABCDE,EDCBA,EDCBA,DBACE,ABCDE,CDDCA,EDCBA,EBABD,ACDDD,ABCDE,ABCDE,ABDED,DCDDA,EDCBA,DEDBA,CBBCE,ACDDD,EDBAA,ABDED,ECABC,ABDEE,EDCAA,ABCDE,ACEEB,ECBAC,ABCDE,ECBBC,EDCAA
153,CEDBA,ABCEE,EDCBA,ABCDE,EDCBA,EDCBA,ABCDE,ADECB,EDCBA,DBACE,ABCDE,EDDBA,ABCDE,ABCDE,EDDBA,EDCBA,EDBBA,ABCDE,EEDBA,ACCCE,ABCDE,ABCDE,EDCBA,EDCBA,ABCDE,ABCDE,EEDBA,DBACE,ABCDE,EDBAA,ABDED,ABDED
154,DEDBA,EDCBA,BBBDE,DCABE,ADEDB,ECCBA,EABCD,EDCBA,ADDCD,DDDCA,ABCDE,ACEEB,ABCDE,ABCEE,ABBCE,CDECA,EDCBA,AACDE,DDDCA,ABDDE,DDDCA,EDCAA,EDBAB,CEDBA,EDBBA,ABCEE,EBBBC,CECAC,DDBAD,CEDAA,CBBBE,ABCDE
155,ABCDE,ABDED,EDCBA,EDCBA,EDCBA,EDCBA,EDCBA,EDBBA,AABDE,ABCDE,ABCDE,ABCDE,EEDBA,EDCBA,EDCBA,DABCE,EDBAB,ABCDE,ABCDE,ABDEE,EDBAA,EDCBA,EDCBA,EDCBA,EDCBA,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,CDDCA,EDCBA
156,ADECB,EDCBA,EBCDA,ECAAD,AADED,AEDCB,EBBBC,ACCDE,AACED,ABBCE,ABCDE,ACDDD,ABDEE,CBDEA,ECBBB,DDDBA,ABCCE,ECAAD,DABDE,EDBAD,EDBBA,EDCBA,DEDBA,EABDC,BDEDA,ADCCE,BDEDA,BDBBE,ABDED,EABCC,DECAB,ABCDE
157,CABDE,AEECB,EDCBA,CEDCA,BABDE,ABCDE,ACDDD,DCDDA,CEDBA,ECBBB,EDBBA,BBDEB,ACDDC,ABCDE,AACEE,ABCDE,ABDED,EECAA,EDCBA,EDCBA,EDCBA,EDBBB,ABCDE,ABCDE,ABCDE,CBDEA,EECAA,EBCDA,ADDCD,ECBCA,CBACE,BECAC
158,CECAC,EDBAB,ECCCA,DCBAE,AACED,EDDBA,EDBAA,CABCE,EDBAB,AACEE,ABDDE,ABCCE,BACED,ACCBE,EDBBA,EDBAB,ABCDE,ABCDE,DABDD,EDCBA,EDCBA,EDCBA,EDCBA,BABDE,ECABD,ADEDA,ACCCE,CBBBE,ACCCE,ECCCA,EBACD,ABDDE
159,BACEE,ABDED,DDDCA,EEDBA,EDBBA,ECCBA,EDBAC,ACDDD,BABDE,ABCDE,AACDE,CCDDA,EDBAC,DDDCA,ABCDE,ABCDE,DEDBA,EDCBA,ABBDE,CDDCA,EDCBA,EDBAA,EDBAB,EDBAB,ECBCA,ABCEE,ADDCD,ABCDE,ABCDE,ABCDE,ADDCD,EDDBA
160,CBBCE,ABCDE,CABCE,BABDE,DEDBA,CBBCE,EDCAA,EDBAB,EDCAA,EDCBA,EDCBA,DBABE,ABCDE,ABCDE,ABCDE,ACDEC,EDCBA,EDCBA,EDCBA,EDCBA,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,DECAA,ECCCA,ABDEC,DEDBA,DEDBA,EDCBA,EDCAA
161,ADEDB,EECBA,DCABE,EBCDA,EBBCB,ACDDC,EABCC,BDEDA,CEDAB,ABDDE,ABDDE,AACDE,DEDBA,BBDEB,BDECA,EDCBA,ABDED,ACCDE,ACDEC,BCBBE,BABDE,EDDBA,EDCBA,EDCBA,DEDBA,BABEE,CDDDA,ACBBE,ABDEB,ABBCE,ABCDE,ABCDE
162,BACEE,BACED,BABDE,EDCBA,CABCE,ABDEC,EDBAC,DDDBA,ABDDE,BCBBE,ABCDE,ACDDD,ABCDE,ABCDE,EDCBA,EDCBA,BABDE,ABDEE,EBABD,ABDED,ABCDE,ABCDE,DDDBA,ABCEE,DDDCA,AACDE,DEDBA,CABDE,ABCDE,EDBAB,CECAB,EDCBA
163,ECCCA,EEDBA,DDBAC,EDDCA,ECAAD,EDCBA,ABCDE,BDECA,ADDDC,DEDBA,EDCBA,AACEE,ECBBA,EDDBA,ABCDE,ABCDE,EDCBA,EDCBA,ABCDE,ABCDE,ABCEE,ADDDD,CABEE,ABCDE,CABDE,EDCBA,DDDCA,ABBCE,BACEE,ABCDE,ABCDE,EBABD
164,EDCBA,ABDEC,CABDE,EDCBA,EDCBA,ABCDE,BDEDA,EDCBA,EBABE,ABCDE,EDBAC,EDCBA,ABCDE,EDCBA,BEECA,DAACE,ABDEC,EDCBA,ABDED,EBBCA,ABCDE,EEDBA,EDDCA,ABCDE,EECBA,EDCBA,ABCDE,DEDBA,ABDEC,ABCDE,CEDCA,ABCDE
165,EECBA,EBACD,ABDEC,DCDDA,CABDE,ABBCE,BBBBE,CACEB,DECAB,EBABD,AACDE,ACBCE,EDDCA,ACEDC,AACDE,AACDE,AACDE,ABDEE,DDDCA,EDBAC,EDCBA,DEDBA,EDCBA,DECAB,DDBAD,DDDCA,ACCCE,DBABE,AEDCB,EDCBA,BABDE,ABCDE
166,DEDBA,DEDBA,CBDEA,DDDCA,BABDE,EDBAC,DEBAC,ABCDE,BDCBE,AEECA,EDCBA,CABDE,EDCBA,EECBA,AABDE,ABCDE,ACDDD,EDCBA,EDCBA,EDCBA,EDCBA,DCDDA,EDCAA,ABCDE,ACDEC,BABDE,DEDCA,ABCDE,ABCEE,ABDDE,ACEDB,AADEC
167,EDDBA,EDCBA,EDBAB,ABCDE,ABDDE,BABDE,BDECA,BCBBE,CCBBE,ECBBB,DDDBA,EDCBA,EDCBA,ABCDE,ABCDE,ABCDE,EDCBA,EDCBA,EDCBA,BABDE,ABCDE,ABCDE,ABDED,CDDCA,EDCBA,EECAB,DEDBA,EDCBA,EBCDA,ECCDA,ABCDE,ABCDE
168,EDCBA,ECAAD,EDCBA,BABCE,ABCDE,ABDED,EDBBA,ABCDE,EDBAB,ABCDE,EEDBA,EDBBB,EDBBA,CEDCA,AACDE,EEDBA,ECBAC,ABCDE,EDBAB,ABCEE,ABCDE,ACEDC,EDCBA,ABCDE,EDBBB,ABCDE,EDCBA,EDCBA,ECABC,ABDEC,ABDED,ABCDE
169,AACDE,ABDEC,EECBA,EDCBA,ABDED,AACDE,ABCDE,EDCBA,EDCBA,EBABD,ABCDE,ABCDE,ABCDE,AEDBC,EDCBA,ABBDE,EDBBA,ABCDE,ABCEE,EDCBA,EDCBA,EDCBA,ECBAC,ABCDE,ABDEE,DEDBA,EDCBA,ABCDE,ABCDE,AACEE,ACDDD,EDCBA
170,EDCBA,EDCBA,AACDE,BDEDA,ABDDD,DABDD,AACEE,ACCDE,DBCDA,DABDC,ABCDE,DCBAD,EDCBA,EDCBA,EDCBA,EDBAA,ABCDE,ABCDE,CEDBA,EDCBA,EDCBA,AABDE,ABCEE,BABDE,DCDDA,EBBDB,ABDEC,EABCD,AEDBC,EBBBC,AABDE,ABCDE
171,ABCDE,ABCDE,DDDBA,EDCBA,EDCAA,EDCBA,EDBBA,EDBAA,ABCDE,ABCDE,ABCDE,ABCEE,EDCBA,EDDBA,EDCBA,CBACE,ECBBB,ABCDE,ABCDE,ABCDE,EECBA,EDCBA,EDCBA,EDCBA,ECAAC,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,EDDBA,EDCBA
172,BBBCE,BEECA,ADEDC,EDCBA,ACDDC,EDCBA,DBACE,ABDED,EDCBA,ABDDE,DCBAE,ABCDE,EDBBA,EBABD,ABCDE,ABCDE,EDCBA,EDCBA,CBBCE,ABCDE,BCEDA,EDCBA,EDDBA,EDCBA,ABCDE,CCBBE,ABCDE,EDBAB,ABCDE,EDBAC,DECAB,EDBBA
173,EDCBA,EDCBA,ADDBD,EBBCC,ACDDD,AACEE,ABCDE,ABCDE,ACDDD,AACDE,ABCDE,EEDBA,EDBAA,EDCBA,EDCBA,EDBAB,ABCDE,ABDEE,EDCBA,EDCBA,EECAA,ABCDE,ABDED,EEBAB,DECBA,CBBCE,ACCDE,ADEDB,EDDCA,ADEDA,ABCDE,ABDDE
174,EDCBA,EDBAB,EDCBA,BABDE,ABCDE,ABDEC,EDCBA,ABDEC,EDCBA,ABCDE,EEDBA,EDCBA,EDBAB,EECBA,EDBAB,ABCDE,ABCEE,EDCBA,CBACE,ACDDC,ABCDE,ABCDE,EEDBA,BABDE,EBABD,ABCEE,EDCBA,EDCBA,ABBDE,BDEDA,ABCDE,ABCDE
175,CECAD,ABDED,ECAAE,EDBAD,EBACE,BBDEB,EDBAB,CABED,DBDDA,CECAC,ACDDD,EBABE,DBCDB,EDBBA,EECAA,ABDDE,AACDE,ABDED,EDCBA,EDCBA,EDCBA,EDCBA,EDBBA,EDBAC,DDDCA,ADCBD,BBDEB,AABDE,ACCCE,ABDDE,ECBCB,EDBBB
176,EBCCA,EDCAA,BDEDA,EDCBA,ACDEC,ECABD,BBBCE,CACED,ABCDE,AACEE,ABCDE,AACEE,EBBCC,BACEC,EDBAB,EDCBA,ABCDE,ADECA,ACDDC,EDCBA,EDCBA,EECAA,ECCCA,DBCDA,DCDDA,BBBCE,ADEDA,CABDE,DECAB,ADCBE,ABCDE,BEDBB
177,ABCDE,EDBAC,ABBDE,DBCDB,ACCDE,ACDDE,EDBAC,EDCBA,EDCBA,EDCBA,ECABD,ABCDE,ABCDE,ABCDE,ABBDE,ABCEE,EDCBA,EDCBA,EDBBA,EDCBA,EDCBA,DABDE,ABCDE,ABCDE,ABDDD,BBDEB,EDCBA,CEDAA,CABDE,EABDD,DACEC,EDCBA
178,DEDBA,EDCBA,BCBBE,ACDDE,ACDDD,DECAA,EBABE,AACED,EDBAC,CEDBA,EDCBA,EDCBA,CABDE,ABCDE,ABCDE,EDCBA,EDCBA,CABCE,ABCDE,ABCDE,ABCDE,EBBCC,BDCAD,ACEEB,EDDCA,EDBAB,CDBAD,ADDDD,EDDBA,EDCBA,ABBDE,ABCDE
179,EDCBA,ABDED,EDCBA,EDBAB,EBCDB,EECAB,ABDEE,ACCCE,EBBBC,ABCDE,ABDEC,ADCCE,EDDCA,BBBCE,EECAB,ACDDD,EBABD,ABCDE,EDDCA,EECAB,EBACD,EDCBA,DEDCA,EDBAC,EECAA,BDEDA,EDBAC,EABDD,ACEDA,BDECA,ADCCE,BDBBE
180,ABCDE,EDCBA,EDCBA,EEDBA,DCBAE,BBBDE,ACCDE,CACEB,EDCBA,EDCBA,EBABE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,EDCBA,EDCBA,EDCBA,EDCBA,EDCBA,BABDE,ABCDE,ABCDE,ABDED,DEDBA,EDCBA,EBBCB,ABCDE,DDDCA,ABCDE,EDCBA
181,ADDDC,EECBA,EABDD,ACCBE,ACEDB,BBBCE,CEDBA,CBBBE,ABCDE,CABDE,ECBAC,EBBCC,ACCCE,EDCBA,CEDBA,ABDDD,AACEE,ACCCE,BEECA,DDDBA,EBCDA,ECBBA,EDCBA,EECBA,EDCAA,ECBBA,EECAB,ABDED,ECBBB,CABCE,ABCDE,ABCDE
182,ABCDE,BABDE,BEECA,DBCDA,ECBBB,EDBAB,EDCBA,DDDCA,EDCBA,EABDC,BABEE,ABCDE,ABCDE,ABCDE,ABCDE,ABDEB,EDCBA,EDCBA,CABDE,ABDED,DEDBA,ABCDE,ABCEE,ABCDE,EBABE,EDDBA,EDBAB,BBBDE,ABCDE,ADEDC,ACDCD,BEDBA
183,ABCDE,ABDDE,EDCBA,EDCBA,EDCBA,EDCBA,EDCBA,EDBAB,ABCDE,ABCDE,ABCDE,ABCDE,EDBBA,EDDBA,EDCBA,DBACE,ECBAB,ABCDE,ABCDE,ABBDE,DDDCA,EDCBA,EDCBA,EDCBA,EDBBA,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,DDDCA,EDCBA
184,ABCDE,ABCEE,EECBA,EDCBA,EDCAA,EDCBA,EDCBA,EDBAB,ABCDE,ABCDE,ABCDE,ABDDE,EDCBA,EDCBA,EDCBA,BBBCE,EDBBB,ABCDE,ABCDE,ABCDE,DDDCA,EDCBA,EDCBA,EDCBA,EDBAB,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,DEDBA,EDCBA
185,ABCDE,DEDCA,DEDBA,EBABE,EDCBA,EDCBA,EDCBA,BABDE,ABCDE,ACEEB,EDCBA,ECBBB,BABDE,DECAA,EDCBA,EDBAC,ABCDE,EDCBA,ABCDE,ABCDE,ABDDE,EDCBA,ACDDD,ACDEC,EDCBA,ABCDE,AACDE,BBBCE,ACEEB,BABDE,ECBAC,DEDBA
186,EDCBA,EDBAB,ABCDE,ACDDD,EBCDB,BABDE,ACDDE,EDCBA,BBBCE,ADDCD,ABCDE,EEBAB,ADDDC,EDDBA,EDCBA,EDCBA,EDCBA,ABCDE,ABCDE,ABCDE,EDCBA,CABDE,EECAA,CABDE,DABDE,DABDE,BBBCE,CEDAB,EECAA,DABDC,ABBDE,ABCDE
187,AACDE,ACDDD,EEBAB,DDDBA,EDDBA,EDBAB,DEDBA,DECAA,EDCBA,DDBAE,ABDEC,ABBDE,ABCDE,ACDDE,ABCDE,ABCDE,EDCBA,EDCBA,ADDDC,BBDEB,BABEE,ABCDE,EBACD,BACEE,EDCBA,ECBAB,BCBBE,EBABD,DBABE,ABCDE,BBBDE,DEDAA
188,EDCBA,BABCE,EDCBA,DEDBA,CEDBA,EDBAD,EDBAC,CABDD,EDBAB,CABDE,ABCEE,ABCDE,ABCDE,ECAAE,ABCDE,EDCBA,ABBDE,ABCEE,ABDED,BEDBB,ECCCA,EECAA,EDCBA,ECBBA,ECDCA,CECAC,AACEE,BBDEA,ACCDE,BBBCE,EBACD,ABCDE
189,EDCBA,EDCBA,AACDE,ACDCE,BABDE,ABCDE,EECBA,ADDCD,EECBA,EEDBA,EDCBA,EDCBA,EDCBA,ABCDE,ABCDE,ABCDE,ACEDC,EDCBA,EDCBA,ECABD,ABCDE,ABCDE,EDCBA,EDCBA,DABDD,BBBDE,BABDE,EDCBA,EDBAB,EDCBA,AACDE,ABCDE
190,CBBCE,BACED,BABDE,EDCBA,ACDDD,EDCBA,ABCDE,EDCBA,EDBBB,ABCDE,CDDCA,BABDE,BEDBA,EDCBA,ABCDE,ABCDE,EDCBA,EDCBA,ABDED,ABCEE,EDCBA,EDCBA,DEDBA,ABDDD,EBABE,ACDDC,EDCBA,ABCDE,ABDEC,ABCDE,EBABC,DECAA
191,BABDE,BBBCE,AACEE,ABDDD,ACEDB,EDBAD,ABDED,EDBAD,EDCBA,DCDDA,EDCBA,EDCBA,ABCDE,ABCDE,ABCDE,ABCDE,ADEDB,EDCBA,EDCBA,EDCBA,EDCBA,ABCDE,ABCDE,EECAA,ABCDE,DECAB,DEDBA,BABDE,BACEE,CDDDA,EECBA,EDCBA
192,ABDEE,BEECA,EDCBA,BDEDA,EDCBA,EDCBA,CABCE,DECAC,EBBCC,AACDE,ABCDE,ACEDC,EDCBA,EDCBA,ECBBC,ABCDE,EDCBA,ECBAC,ABCDE,ABCDE,ABCDE,EDCBA,EDCBA,EDDCA,ABDEE,AACEE,AABDE,EDCBA,ABCDE,DBABE,EBABD,DEDBA
193,ABBDE,EECBA,CECAB,EECAA,ACCCE,BABDE,ABCEE,EDCBA,EDCBA,EABCD,AACDE,ABCDE,ABCDE,ABCDE,AACDE,EEDBA,EDCBA,EDCBA,ECCBA,EDCBA,EBABD,ABCDE,ABCDE,ABCDE,ACCCE,EDCBA,EDCBA,EDCBA,DCDDA,BDEDA,ACEEB,EDCBA
194,ABCDE,CABCE,BDEDA,ABCDE,CEDBA,EDCBA,EDCBA,BABDE,EDDBA,EECAA,ABCDE,CEDBA,ABCDE,DBABE,DDDBA,ACDDE,EDCBA,ABCDE,CABDE,EDCBA,EDCBA,BDECA,DBDDA,EDCBA,EBACE,ABCDE,ACDDD,EBABE,ABCDE,EDCBA,ABCDE,EDCAA
195,ABCDE,EDBAB,ACCCE,ADDCD,BBBCE,ABDEE,AEDCC,EDCBA,EDCBA,EDCBA,BABDE,ABCDE,ABCDE,ABCDE,CBDEB,ABCDE,EDCBA,DDBAD,EDDCA,EDCBA,EDCBA,EDCBA,ABCDE,ABCDE,ABCDE,AACEE,EDCBA,ABCDE,DDBAD,EDCBA,EBBBC,EDBBA
196,ABCDE,DABDE,ADDDC,EBCDA,DBABE,ABDED,ADDDC,EDCBA,EDCBA,EDCBA,CBACE,ABCDE,ABCDE,ABBCE,EDCCA,ABCDE,ABDEE,ABCDE,AACDE,EDDBA,EDCBA,EDCBA,EDBBB,AABDE,ABCDE,ABDEE,BDCBD,ECBBB,EDBBB,ABDEC,ABCDE,EDCBA
197,ACDDC,ACDDC,EDCBA,ABCDE,EDCBA,EDCBA,ABCDE,EDDBA,CABDE,ABCDE,ADECB,EDBBA,BCBBE,ABCDE,EBBBC,EDCBA,EDBBA,DDDCA,ABCDE,ABCDE,ABCDE,DEDBA,EDCBA,EDCBA,ABCDE,ABCDE,DEDBA,EDCBA,ABCDE,ABCDE,EDBAB,BDEDA
198,EDCBA,ABCDE,EDCBA,CABDE,DEDBA,EDCBA,ABCDE,EDCBA,DBABE,ABCDE,EDCBA,ACCDE,ABDEC,CEDBA,ECBBA,ABDEC,BABDE,EDCBA,ABDED,EDCBA,ABCDE,EDCBA,DDBAD,ABDED,EDCBA,CABDE,ADEDA,EDBAA,ABCDE,DEBAC,DEDBA,ABCDE
199,AACDE,EDCBA,EDCBA,EBACD,ABCDE,BABDE,BACEC,EDCBA,EDCBA,EDCAA,ABCDE,ABCDE,ABCDE,ABCDE,ABBDE,CDDDA,EDCBA,EDCBA,EDCBA,EDCBA,EDCBA,BABDE,ABCDE,ABCDE,ADCBE,DECAB,DECAA,EBBCB,EECAA,ABBDE,ABCDE,EECBA
200,ABCEE,BEECA,ABCDE,EDCBA,EBABE,ADEDB,EDCBA,ABDEE,EECBA,ABCEE,ADEDB,EDCBA,ABCDE,ABCDE,ABCDE,ABDEC,EDCBA,EDCBA,EDCBA,EDBAB,ABCDE,CDDDA,EDCBA,ABCDE,ABCDE,DEDBA,ECBAC,ABCDE,EDCBA,ABCDE,EDBAB,ECBBA
201,ABDDE,AACDE,EDCBA,AABDE,DDDCA,EDCBA,CABDE,EDDBA,EDCBA,ABDDE,EDBAB,ABCDE,BABDE,ABCDE,DAACE,EDCBA,EDCBA,EECBA,EBBDB,ABCDE,EECBA,DAACE,ABCDE,ADEDA,EDCBA,ABCDE,ABCDE,ABDEC,EDCBA,ABCDE,ABCDE,EDCAA
202,DEDBA,EDCBA,EBCDA,ADDDD,ABCDE,ABCDE,ABCDE,EBABD,ECBBC,ADECB,DDDBA,EDCBA,EDCBA,AABDE,ABCDE,ABCDE,ABDEE,EDCBA,EDCBA,EDCBA,BABDE,ABCDE,ABCDE,ABCDE,ACDDD,EBCDA,EDCBA,DEDBA,EDBBA,ECCCA,ABCDE,ABCDE
203,ABCDE,ABDDE,EDCBA,EDCBA,EDCBA,EDDBA,EDBAA,EDBAB,ABCDE,ABCDE,ABCDE,ABDED,EECAA,EDCBA,EDCBA,BBBCE,ECBBB,ABCDE,ABCDE,AACEE,DEDBA,EECBA,EDCBA,EDCBA,EDCAA,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,DDDCA,EDCBA
204,EDCBA,EDCBA,AEDCC,CABDE,BABDE,EDCBA,ABCDE,ABDDE,BABDE,ACCCE,ACCCE,EDCCA,EDCBA,EDCBA,EDBAB,ABCDE,ABCDE,BEDCA,EDCBA,EDCBA,ABCDE,ABCDE,ABCDE,ACDDC,BEDBA,ECAAD,ABDEE,DAACE,BDECA,ABCDE,ABCDE,ABDDD
205,EDCBA,EDCBA,AADED,EDCBA,CACED,AEDBC,CACEC,EDBAD,AACEE,ABCDE,ABCDE,ABDDE,CBDEA,EBBDB,EECBA,EDCBA,ABCDE,ABDEC,ECBBB,EDCBA,EDCAA,EDCBA,DBCDA,DBCDA,ABBDE,BCEDA,ADCBE,ECDDA,CECAB,ECCCA,DABCE,ABCDE
206,ABCDE,DDBAC,EBCDA,BEDBA,CADEB,EDCBA,ACEDA,EDBAB,DDDCA,EDBAB,ABCDE,ABCDE,ABDDE,ABCDE,CBBBE,BCEEA,EDBAB,ECBBB,ABDED,EDDBA,ECBAC,ABCDE,ABCDE,AACEE,ABCDE,ECBBB,BABDE,DAACE,EBABE,EBABD,ABCEE,EDCBA
207,EDCBA,ADECA,EDCBA,ABCDE,EDCBA,EEBAB,ABCDE,EDCBA,ABDED,ABCEE,EDCBA,ADDBD,BEDCA,EABDD,ABDEC,BABDE,EDCBA,BABDE,EDBAB,BABDE,CEDCA,DDDCA,ABCDE,EDCBA,ECBAD,ABCDE,EDCBA,ABBDE,BDEDA,EBBBC,DEDBA,ABCDE
208,ABCDE,ABDEB,BEDBC,EDBAB,EDBBB,ABDED,BACED,BABDE,EDCBA,EDBBA,EECAA,BBBCE,ACDEB,BBBCE,ABCDE,ABCDE,DEDBA,EDCBA,EDCBA,EDCBA,EDCBA,EDCBA,ECBBB,ABCDE,ACDDD,ABCDE,BABDE,ABCDE,ABCDE,ABDEE,EDDBA,EDCBA
209,ABBDE,BEDBB,EBCDA,EDBAB,ECCCA,EDBAB,EDBAB,EBCDA,AACDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,EEDBA,EDCBA,EDBBA,AACEE,BBBCE,ACDDC,ACDDD,EDBAC,EDCBA,DEDBA,EDCBA,CABDE,ACCCE,ABBDE,ABCDE,AACEE,ABDED,EDDBA
210,EDCBA,EDCBA,ACDDD,ECBBA,CABED,DBCDA,ACCCE,CEDBA,AACEE,BBBBE,ACDDD,ABCDE,ACDDE,EDCAA,EBBCB,EDCBA,ABCDE,EDCBA,ECBAC,EECAA,EDCBA,EDCBA,DDBAC,EDBAB,EDCBA,CCBBE,ABCDE,DABDE,ACEEB,BEDBC,ABCDE,ABCDE
211,ABCDE,EDCBA,DEDBA,CDDDA,BDECA,DBABE,EDCBA,BDEDA,EDCBA,DEDBA,CABDE,ABCDE,ABCDE,ABCDE,ABCDE,DEDBA,EDCBA,ECBBC,AACDE,ABCDE,CABDE,ABCDE,EEDBA,ACDDD,CDECA,EDCAA,ECBAB,BABDE,ABBCE,CDDCA,ADCBD,ECBBB
212,AACEE,ABCDE,DEDBA,BACED,EDCBA,EBCDB,BABDE,ACCCE,BADEC,CDDCA,EDBAB,EDCBA,EDCBA,EDCBA,AACDE,ABCDE,ABCDE,ADEDB,EDCBA,EDCBA,ECBBB,ABBDE,ABCDE,ABCDE,DAACE,BABDE,ABCDE,ADDCC,DDDCA,ACEEB,EDCBA,EBBDB
213,ABCDE,EDCAA,CBDEA,ECCBA,EDCAA,ECCCA,BACED,ECABD,ACDDE,ABCCE,ABDEE,ABCEE,ABDDE,EDDBA,DABDE,ABCDE,EECBA,EDCBA,ABCEE,EDCBA,EECAA,EDCBA,EDCBA,BABDE,BEDBA,ABBDE,ACBCE,ABCDE,ABCDE,ABCEE,DDDCA,ABDED
214,ABCDE,EECBA,EDBAB,EDCBA,ADDDD,BDEDA,BBBCE,EBABD,BBBCE,BABDE,ABCDE,BACEC,ADDCD,ADDDC,EDBAA,ABBDE,ACDDD,EDCAA,ACDDD,EDCBA,EDCAA,EDCBA,EDCBA,EDCBA,EDBAB,ABCEE,BBBDE,ABCDE,ABCDE,ABBDE,BACEE,EDCBA
215,ABCDE,EECBA,AACEE,DBACE,ABDED,ABCEE,ACCCE,EDCBA,EDCBA,EDCBA,BBBCE,ABCDE,ABCDE,ABCEE,ABBCE,ABCDE,EDCBA,EDBBA,EECAA,EDCBA,EDCBA,EDCBA,BABDE,ABCDE,ABCDE,DEDBA,ECBBA,ACCCE,BABDE,AACDE,ABDED,EDCBA
216,ABCDE,ACDDE,DDDBA,DEDBA,ADCBE,BCDDA,EDDBA,EDDCA,EDCBA,AABDE,ABCDE,ABCDE,ABDDE,ABDDD,BEDBA,ABDEC,EDBBA,BCEDA,ABCDE,EDDBA,EDCBA,ECBBB,CBBBE,ABCDE,ABCDE,ABCDE,ABDEC,DABCD,DDBAD,ACCDE,EECAA,EDCBA
217,EDCBA,EDCBA,DEBAC,DDDCA,ABCDE,BABDE,DDDCA,ABBDE,ABCED,DEDBA,CDEDA,EDCBA,BABDE,ABCDE,EDCBA,EDCBA,BABDE,ABCDE,ABCDE,ABCDE,AEDBC,CEDBA,ADEDB,EDCBA,ECCCA,DECAB,BECAC,EDBAB,DECAA,BECBD,ABCDE,ABCDE
218,EDBAB,AACDE,BABDE,ACDEC,DECAA,DEDBA,ABCDE,EDCBA,EDCBA,CEDBA,EDBAB,ABCDE,ABCDE,ABCDE,ABCDE,EDCBA,EDCBA,EDCBA,EDCBA,EDBAD,ABCDE,ECAAD,ADDCD,ABDEC,EDBAB,ABDEC,BACEE,ABDED,EDCBA,BABDE,EDBAB,CABDE
219,ABDED,EDCBA,EDBBA,EDCBA,EDCBA,DDDCA,EBACD,BBDEB,ABCDE,ABCDE,ACDDC,ECBBB,ABCEE,DDDCA,EDBAB,ABCDE,EDCBA,BABDE,ACDDE,ADDBD,ABDED,EDCBA,EDDBA,EDCBA,EDDBA,DEDBA,EDCBA,ABCDE,ABCDE,ABCDE,ABDED,ACDDE
220,ABDED,EDCAA,ABCDE,ABCEE,EDCBA,ADDCC,ABCDE,ECBBC,EDCBA,DEDBA,EDCBA,BABDE,ABCDE,ABCDE,ABCDE,ABCDE,EDCBA,EDCBA,EDCBA,EDCBA,ABCDE,ABDDD,DDDCA,BEDBB,BDCAD,ABCEE,ABCDE,BABDE,ACCCE,EDCBA,AACDE,DDDCA
221,EDCBA,CEDBA,ABCDE,ABCEE,BEECA,EECAB,EDCBA,ABCDE,ADEDA,EBABD,EDBAB,CEDCA,EDDCA,CACEC,EDCBA,ECBBC,ABCDE,ABCDE,ABCDE,EEDBA,EDCBA,EDCBA,EDCBA,ABCDE,ABCDE,ECABD,EBABE,ABCEE,EDCBA,ABCDE,EDBBB,AABDE
