,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
171,AAAADD,AAACDD,DDDDAA,DDDDAA,DDDDAA,DDCDAA,AAAADD,AAAADD,AAAADD,AABCDB,DDDCAA,DDDDAA,CBAADC,BBABAD,AAAADD,AAAADD,DDDDAA,DDDDAA,DDDDAA,DDDBAB,AAAADD,AAAADD,AAAADD,AAABDD,DDDDAA
172,AAAADD,DCDCAD,DDDDAA,AAACDC,DDDDAA,AAAADD,DDDDAA,AAABDD,BBCACD,AAACDC,DDDDAA,AAAADD,AAAADD,DDDDAA,DDDDAA,AAAADD,BCCDAA,DDDAAA,DDCDAA,AAABDD,BBCACD,CCCDBA,AAAADD,DDDDAB,CCDAAB
173,DDDDAA,DDCDAB,CDDDAA,AAADDD,AAACBD,AAACDD,AAAADD,AABADD,AAACDD,DDDDAA,DDDDAA,DDDDAA,DDCAAD,AAAADD,DDDDAA,DDDDAA,DDDCAA,AAACDD,BBADDA,DDCDAA,BBAACD,AAAADD,DDCDAB,DDADDA,AAAADD
174,DDDDAA,DDADCA,DDCBAD,AAAADD,AABDDA,DDDDAB,DDDDAA,AAAADD,DDDDAA,DDDDAA,BBBDDA,DDDCAB,AAAADD,AADDDA,DDDDAA,AAACDC,AAAADD,AAAADD,DDDBAB,BCDAAC,AAADDB,DDDDAA,DDDAAB,AAADDA,AAAADD
175,BBBAAD,AADADC,CCDCAA,DDDAAC,AAADAD,CBAADC,DDDCAC,BBBDAC,AABDBD,AAACDC,DDADAB,DDDDAA,AABBDD,AAAACD,DDDDAA,DDDDAA,DDDDAA,DDDDAA,DDCDCA,DDCBDA,AADADD,ABDADC,AAAADD,BAAADD,DDADAA
176,DDBDDA,DDABAC,DDDDAA,AAABDC,DDCADA,BAADDB,BBABDD,AAAADD,AABADD,AABADC,BBACAD,DDDDAA,DDCDAC,AAADBD,DDCAAB,DDDDAA,DDDDAA,DDCDAA,DDBDAC,CCDADA,BBCADA,DDDADA,CCDADA,CCADAD,AAABDD
177,AABADD,DCADBC,AACDAD,AAADCD,AACABD,DCACDA,DDDCAA,DDDDAA,CBBAAD,AAAADD,AAABDD,AAABCD,AAACDA,DDDCAA,DDDDAA,DDDDAA,DDDDAA,AAAADD,AAAADD,AAABDD,BBADAA,DDDAAC,DDDCAB,AADADC,CCADDA
178,CDDDAA,DDDAAB,AADADD,AAADDC,CCDAAD,AAADDC,CCBDDA,DDADCA,DDDDAA,DDDDAA,AAAADD,AAAADD,DDDDAA,DDDDAA,AAAADD,AAAADD,AAAADD,CCDDAA,AACADD,CCDCDA,DDDADA,CCADAD,CCCDAA,DDDCCA,AAAAAD
179,CCCDAD,BBDDDA,DDBDAA,DDDADA,DDDBCA,AADDAC,ABDDAB,AAAADD,AAADBC,BBAADD,DDBCAB,BBDDAA,AADBDA,AAAADD,AABDCC,AADDAB,DCAADC,DDDAAC,DDBDBA,DDDDAA,BBCDAB,DCACDA,AAAADD,ABADDA,BBDADA
180,AAAADD,DDDDAA,DDDBAA,DDCDAC,AAAADD,AAABDC,DDDDAA,DDDDAA,CBAAAD,AAAADD,AAAADD,AAABDD,AAAADB,DDDCAA,DDDDAA,DDDDAA,DDDDAA,AAAADD,AAABDD,AAAADD,CDDDAA,DDDCAA,DDDAAB,AACCDB,AAAADD
181,AADDDA,DDDACA,DDDADA,BBACDB,BBAADC,DDDADC,AADADD,BBDADD,DCBAAD,AAAADD,CCDDAA,CCADDA,AAACDD,AACACD,AAAADD,BCDDDA,DDADAA,DDDDAA,DDCDCA,DDDDAA,DDBDAA,DDBDAA,DDDDAA,ABCAAD,AAAADD
182,AAACDD,AAADBD,DDDDAB,DDDAAA,DDDAAC,DDDCAA,DDCDBA,DDCAAB,BAACDD,AAAADD,AAAADD,AAAADD,BBBDDA,DDDDAA,DDDCAB,AAAADD,DDDDAA,AAABDD,AAAADD,DDDAAD,DDDDAA,DCABDC,AACADD,AAADDC,ABDADA
183,AAAADD,AABADC,DDDDAA,DDDDAA,DDDDAA,DDDDAA,AABABD,AAAADD,AAABDD,AAAADB,DDDCAA,DDDDAA,BBAADD,BBAACD,AAAADD,AABADD,DDDDBA,DDDDAA,DDDDAA,DDDCAA,AAAADD,AAABDD,AAAADD,AABADD,DDDDAA
184,AAAADD,AACADD,DDDDAA,DDDDAA,DDDDAA,DDDDAA,AAAACD,AAAADD,AAABDD,AAAADC,DDDCAA,DDDDAA,AAAADC,BBAACD,AAAADD,AAABDD,CCDDAA,DDDDAA,DDDDAA,DDDDAA,AAABDD,AAABDD,AAAADD,AAAADD,CCDDCA
185,AAABDD,CCDADD,DDDDAA,BBDDAA,DDCDAA,DDDDAA,AAAADD,AABCDC,DDDDAA,BBBADD,AAADDC,DDDDAA,CCBAAD,AABDDB,BBAABD,AAAADD,AABBDD,DDDDAA,AAABDD,DDDDAA,AAAADD,AAAADD,AAAADD,DCAAAD,DDCADA
186,DDDDAA,DDADAD,AAAADD,DDDADA,BBAADC,DDBDAA,AAACDD,AAADBD,BBCBDA,DDACAD,BAADDB,DDDCAA,DDDDAA,DDDDAB,AAAADD,AAAADD,DDDDAA,AAAADD,AAADAD,CCDACD,BBAABD,AAAADD,DDDCCA,DDCABB,AAAADD
187,AAAADD,BBAADD,CDDBBA,DDCCBA,DDDABA,DDDBAB,DDDDBA,DDBCAB,AAADAD,AAABDD,AAAADD,AAAADD,AAAADD,DDDDAA,DDDAAB,CBAADB,AAABCD,CCCDDA,AAADBD,DDDDAA,DDCAAC,CCBDAA,CCDDAA,AAACCD,BBAADB
188,DDDDAA,AAADDC,DDDADA,AABDCB,DCDACD,DDADCA,CCCDDA,DDCAAD,AAACDD,AAAADD,CCDDAA,AABBDD,DDDDAA,AAAADD,AAABDD,CCADAA,DDADAA,DDCDAA,DDDDAA,DDDADA,BBDAAD,AABADD,CBAADD,DDBAAC,DCAACD
189,DDDDAA,DDDCAA,AABADD,AACADD,AAAADD,DCBAAD,AAACDA,DDCDAA,DDDDAA,DDDDAA,BBAADD,AAAADD,AAAADD,DDDDAA,DDDDAA,DDDCAC,AAABDD,AAADDC,DDDDAA,DDCABB,AAAADD,CCCDAA,DDDBAA,DDDBAA,AAAADD
190,BBAADD,ABDDBA,CCDDBA,AAACDD,DDDDAA,AAADDC,DDDDAA,AAAADD,CCDDAA,AAABDD,DDCDDA,AAAADD,AAAADD,DDDDAA,BBAADD,AABBDD,DDDDAA,DDCAAB,DCAACD,DDDAAC,BBDDDA,DDDAAC,AAABDD,CBAADD,DDBADA
191,AAAACD,AAABDD,AABADD,AAACDB,DDDADA,BBDDAA,BBDDBA,DDCADA,DDCDAA,DDDAAC,AAAADD,AAAADD,AAAADD,DDDDAA,DDDDAA,DDDDAA,DDDCAA,AAAADD,AAADDB,AAABDD,CCDAAD,DDCABA,DDDBAC,DDABDA,DDDCAA
192,AAACDD,DDDADB,CBAADD,DDDDAA,DDDDAA,AAABDD,CCDDAA,AAAADD,AAAADD,DDDDAA,DDDDAA,DDDBAB,AAAADD,DDDDAA,AAAADD,AAAADD,AAABDC,DDDDAA,DDCBAA,AAAADD,AAABDD,AAAADC,DCBABD,ABDCAD,DDAADB
193,AAAADD,DDDDAA,DDDCCA,BAADAD,AAAADD,AACADB,DDDDAA,DDDAAC,AAAADD,AAAADD,AAAADD,AABADD,DDDDAA,DDDDAA,DDCDAA,DDDDAA,CCAACD,AAAADD,AAABDD,AAADAD,DDDCBA,DDDCAA,DCADAD,BBADDA,AABDAB
194,AAAADD,AAAADD,CCCAAD,AACDDB,DDDDAA,DDDDAA,AABDDC,DDBBAB,AAAADD,CCBAAD,AABDDC,CCCDDA,AABADD,DDDBAD,AACDCD,DDDDAA,DDDDAA,DDDDAA,DDCDAA,DDDAAC,AAAADD,DDDDBA,AAAADD,DDDDAA,BBCCDA
195,AAAADD,BBAACD,AACADC,DDBBAD,AAACDD,DDCDAA,DDDDAA,DDDCAA,AAAADD,AAABDD,AAAADD,CCDADA,AAAADD,DDCCAA,AAADBC,DDDDAA,DDDDAA,DDDBAB,AAAADD,AAAADD,AAADDC,DDDCAB,CCDCCA,DDDBBA,DDABDA
196,AAAADD,BBBDAD,CCBDAC,AADAAD,AAADDC,DDDDBA,DDDDAA,DDDDAA,BBAABD,AAABDD,AAACDD,DDDBCA,AAAABD,AACCDD,AAACDD,DDCCBA,DDDDAA,DDDDAA,AAABAD,AAAADD,AAADDC,DDADBA,DDDDAA,AAAADC,AAAADC
197,AACDAD,DDDDAA,BBAADD,DDDDAA,DDDDAA,AABDDC,DDCBAB,AAAADD,BCDDCA,DDCAAB,AAAADD,DDDAAB,DDDDAA,DDBBAB,CCAACD,AAAADD,AAAADD,DDDDAA,DDDDAA,AAAADD,AAAADD,DDDDAA,CCAADD,AAAADD,DDDAAB
198,DDDDAA,AAACDC,DDCDAC,ABCDDA,DDCDAC,AAADDB,DDDCAA,AAAADD,DDDDAA,AAAADD,DDBADA,DDDBAA,AAADDA,AAAADD,AAAADD,DDDCAA,AAAADD,DDDCAA,AAAADD,DDDDAA,BBAADD,DDDDAA,AAAADD,AACDAC,DDDDAA
199,AAABDD,DDDDAA,DDDDAA,AAAADD,AAAADD,AADADA,DDDDAA,DDDDAA,AAAADD,AAAADD,AABADD,CCAAAD,CCDDAA,DDDBAA,DDADCA,DDDDAA,DDDDAA,AAAADD,AAAADD,AAADAD,DDDBDA,DDBADA,BAADDB,AABACD,AAAADD
200,AAABCD,DDDCAD,AACDDA,DDDBAC,BBDDBA,DDDDAB,DDDDCA,AAAADD,AADDAA,CCCADD,AAABDD,AAAADD,BBBDDA,DDDDAA,DDDDAA,ABDDAB,AAAADD,DDDDAA,CCBABD,AAAADD,DDDDAA,BAAADD,ABBDDA,DCAACD,DDDABA
201,AAACDC,AAADDC,DDCAAD,AACDDA,DDDDAA,AAABDD,DDDDAA,AAAADD,DDDAAC,AAABDD,AAAADD,CCDAAD,DDDDAA,DDDDAA,DDDDAB,AAABDD,DDDDAA,AAAADD,AAABDD,DDDDAA,AAAADD,AAAADD,DDDDAA,AAAADD,AAACDC
202,DDDDAA,DDCABA,DCAADC,AAAADD,AAAADD,AAABDB,BCDDAA,DCADCA,DDDDCA,DDDDAA,DDDAAB,AAABDD,AAAADD,AADDBA,DDDDAA,DDDDAA,AAAADD,AAABDD,AABBDD,AAABDC,DDBDBA,DDCAAC,DDDDAA,BCDADA,AAAADD
203,AAAADD,AABADC,DDDDAA,DDDCAA,DDDDAA,DDCDAA,AAAABD,AAAADD,AAABDD,AADADC,DDDDAA,DDDDAA,BABADD,BBBAAD,AAAADD,AAAADD,DDDDAA,DDDDAA,DDDDAA,DDDDAA,AAAADD,AAAADD,AAABDD,AAAADD,CCDDAA
204,DDDDAA,DDDAAC,DDDDAC,DCBAAD,DDDDAB,AAABDD,AAADAD,AABDBD,AACADB,DDDDAA,DDDDAA,DDDDAA,AAAADD,AAAADD,DDDDAA,DDDDAA,AAABDD,AAAADD,AADADD,BBADCA,DDCADC,CCDDAA,AADADD,AAAADD,AAAADD
205,DDDDAA,CCBADD,DCBDBA,AADADD,BCDADA,ABDDBA,AADBAD,AABADD,AABADD,AAABDD,BBADAD,DDDDAA,DDDDAB,AAACDD,DDDCAA,DDDCAA,DDDCBA,DDDDAA,DDBDAC,AABBDD,ABBDAD,DCADDA,DCAADB,DDDABA,CBAADD
206,AAAADD,DDADCA,DDDADA,DDCADB,DDCDAD,DDDBCA,DDDBAA,DDDCAA,AAABBD,AAABDD,AAABDD,AACCAD,CCCDDA,DDBCBA,DDDAAB,DDCDBA,DDCADB,AAAACD,AAACDD,AAAADD,DDCACA,CCCDAA,AAADAB,CCDAAD,AAADDC
207,DDCBAD,DDDDAA,BAAADD,DDDDAA,CCDAAD,AAADDA,DDDAAC,AAAADD,DDDDAB,BBAACD,DDDDAB,AAAADC,AAAADD,DDDDAA,AABDCA,BBCADD,CCDDAA,CCDAAD,BBCDCA,DDDDAB,AAABDC,DDDAAB,AAAADD,DDDAAB,CDDDAB
208,AAAACD,AACADD,DDDDAA,DDDCAA,AAADDB,ABDDBA,CCCDBA,DDDBAA,DDDBAA,AAABDD,DDDAAB,AAAADD,AAAADD,DDDCAA,DDDDAA,DDDDAA,DDDDAA,DDDDAA,AAAACD,AAACDC,AAAADD,AAABDD,AAAADD,AAAADD,DDDDAA
209,AAAADB,DDAADA,DDDDAA,DDDABA,DDDACA,DDBDAA,CBABAD,AAAADD,AAAADD,AAAADD,AAAADD,DDDDAA,DDDDAA,DDCDAC,AAABDD,AAACDC,AABDDD,CCAADA,DDDABA,DDDBBA,CCAADA,BAAADD,BBDAAD,AABADD,AAADCD
210,DDDDAA,CCDAAD,BBADAB,BBDADD,DDADAA,BAADBD,AAACDD,AACCAD,AACCDB,AAACCD,CCCDDA,DDDABA,DDCDAB,AAABDD,DDCDAA,ABDDAA,DDDCAA,DDDAAB,AAADDC,DDDDAA,CCCADA,AABADA,DDDAAC,CCADAC,AABADD
211,AAABDB,DDDAAC,DDAABC,DCADDA,CCAADC,CCBAAD,DDDDAA,DDCDAA,BBAADD,AAABDD,AAAADD,AAAADD,DDDDAA,DDDDAA,AAABBD,AAAADD,BBAACD,AAAADD,CCBADD,ABADDA,DDDBBA,DDADAA,AAABDD,BBBDDA,AADACD
212,AAABDD,AAAADD,DDDCAD,CDDBBA,DCADAD,AAAADD,AACCAD,ABCCDA,DDDADA,DDDDAA,DDDDAA,DCAABD,AAAADD,AAAADD,DDDDAA,DDDDAA,DDBAAB,AAABCD,AAAADD,CCDAAD,AAAADD,AAABCD,AAADDD,CCAADA,DDDDAA
213,AABADD,DDCDAA,DDDDAA,DDCCAA,DDCDAA,AADDBB,AABADD,DDABAC,AAACBD,AACBCD,CCDDDA,DDCAAC,AAAADD,DDDDAA,CCCAAD,DDDDAA,DDDCAA,DDDDAA,DDBBAC,DDADBA,AAAADD,AAABDD,AAAADD,AAAADD,DDCDAA
214,AAAADD,DDDDAA,CCDDAA,DDACAB,ABCDAB,AAABDC,AAACDD,AABACD,AAAADD,AADACD,DDDABB,DDDDAA,AAAADD,CCDDAA,BBCADD,DDDBBA,DDDCBA,DDDCAA,DDDDAA,DDDCAA,AAACDA,AAAADD,AAAADD,AABACD,AAACDD
215,AAAADD,CBBADD,AAADAC,AABADD,AAADDD,CCADDA,DDDDAA,DDDDAA,BBAADD,AAAADD,AAABDD,AAADAD,AAAADD,DDDBAA,DDCBDA,DDDDAA,DDDDAA,DDDCAA,AAAADD,AAABDD,DDDDAB,CCDDAC,ABDDAD,AABADD,AAADDC
216,AAAADD,AAAADD,DDDACA,BBADAD,CCCDBA,DDDDAA,DDDDAA,BBAACD,AAAADD,AAAADD,AAABDD,CCADAA,CCCDDA,DDCBAB,CBAADD,DDDDCA,DDDDAA,DDDDAA,AAAADD,AAAADD,AAABDD,CCDBDA,BBDBDA,DDACAC,DDDCCA
217,DDDDAA,DDDDAA,CCDBAA,AAAADD,AAABDD,DDDBAA,AACABD,AACDDB,CCDDBA,DDDDAA,AAAADD,DDDDAA,DDDDAA,AAAADD,AAABDD,AABADD,BCDADA,DCBDAD,DDADAA,DDDACA,DDDACA,DDBDBA,CCCBDA,DDADAC,AAAADD
218,DDDABA,AABDDB,AAAADD,DDBDAA,DDDDAA,AAACDC,DCADBA,AAADDA,DDCAAD,AAAADD,AAAADD,AAAADD,DDDDAA,DDDDAA,DDDDAA,DDDDAB,AAAADD,AAAADD,AAAADD,DDDDAA,AABDDA,AABBBD,DDDDAA,DDAAAD,DDCAAA
219,AAADDD,DDDCBA,DDDDAA,DDDCAA,DDDDBA,AABDDB,BBAADD,AAABDD,AACDBC,AAAADD,AAACDD,DDDDAA,AAAADC,DDDCAA,AAABDD,AAADBD,AAADDD,DDDDAA,DDADBA,DDDDBA,DDDDAB,DDDDAB,AACACD,AAAADD,AAADDC
220,AAADDC,DDBDAC,AAAADD,DDDCAA,AACBAD,AAABDA,CCDDCA,DDCDAA,DDDDAA,AAAADD,AAABDD,AAAADD,AAACDA,DDDDAA,DDDDAA,DDDDAA,AAAADD,AABADD,DDBADA,AACDCC,AAACDB,AAABDD,AAAADC,DDDBBA,AAAADD
221,DDDDAA,DDCAAD,AADABD,AAADDB,DDDAAD,CCBABD,AAAADD,DDDAAC,DDDAAC,DDDDAA,DDDBAB,DDDBAA,DDBAAD,AAAADD,AAAADD,AADDDA,DDDDAA,DDDDAA,DCBAAD,AAAADD,DCAABD,AAABCD,DDDDAA,AAAADD,DDDAAA
222,AAAADD,AABADD,DDCDAA,AADDAC,DDDDAB,DDDDAA,DDCCBA,DDDBAC,AAAADD,AAAADD,AAAADD,DDABAB,AAAADD,DDBDAA,AAADDC,DDCDAA,DDDDAA,DDDBAA,AABACD,AAABDD,AAADBD,AAAADD,DDADAB,DDDAAA,DDDBAA
223,DDDDAA,DDDCAA,BBAADC,BAACDD,AABADD,AAAADD,AAACDC,DDDDAA,DDDDAA,DDDDAA,AAAADD,AAAADD,AAAADD,DDDDAA,DDDDAA,BBBACD,AAABDD,DDBDDA,DDDCAB,CBAACD,AAADDA,DDCCDA,DDADAB,BBABBD,AAAADD
224,AAAACD,AAAADD,ABDDAB,DDDDAB,DDABDA,DDDCAB,DDCBBA,DDDDAA,AAAADD,AAAADD,AAAADD,AACADC,DDDDAA,DDDDAA,DDDDAA,DDDDAA,CBAADD,AAAADD,AAAADD,BAAACD,DDAADA,CCDDAA,CCDDAA,DDDDAA,DDBDBA
225,DDADDA,CCDADB,DDADAA,DCADAC,AACDDB,DDDBAD,AAAADD,AAABDD,BAAADD,AAABDC,AADADC,DDDCAA,DDADAA,AAABDD,DDDDAA,DDDDAA,DDDCAA,DDDBAA,CCDDAA,BCDDAC,AACADD,AAACCD,DDDAAC,DDDAAB,AABADD
226,DCAADD,AAADDC,AADDAD,CDDDAB,BAACDD,AADDDB,BCCDDA,ABDDAB,DDDCAA,DDDDAA,DDDDAA,BBAADD,AAAADD,AAAADD,DDDDAA,DDDDAA,DDBCAB,AAADDD,AACACD,AABADD,DDCAAB,AAADDA,AAABCD,CCDDAC,DDDDAA
227,AACBDD,DDDCAA,DDDDAA,DDDDAA,DDDDAA,AAACCD,AAAADD,AAAADD,AABADD,BBCDAA,DDDDAA,DDDCAA,CBAAAD,AABDDC,DDDBAB,AADDAC,AAACDC,DDDDAA,DDDDAA,DDDDAA,DDBCAA,AAABBD,AAAADD,AAAADD,AAADDB
228,AAABDD,AAAADD,CCCADC,DDDCAA,DDDDAA,CDDDAB,DDADAB,BBBAAD,AAAADD,AAAADD,AAAADD,AACDAD,DDDDAA,AABADD,AAACDD,BBDAAD,CDDDBA,DDDCBA,DDDDAA,DDCDAA,ABCADA,BBCADD,CDDCAA,ABCADA,AABADA
229,AABADC,CCAADD,AABDAC,DDDDAA,DDADAA,AAABDD,AAAADD,BBDBDA,BBABDC,DDDDAA,DDDDAA,DDDDAA,AAAADD,AAAADD,DDDDAA,DDDDAA,DDABAB,AAAADD,AAAADD,AACDBC,DDADAC,AABADD,DDDACA,CCCDAA,DDDAAB
230,AABADD,AAAADD,BAADDB,DDDADA,DDBADC,DDAADA,DDDBAA,DDDDAA,AAAADD,AAAADD,AABADD,CCCADC,AAACDA,DDDDAA,AAADAD,DDDDAA,DDDDAA,DCAABD,AAAADD,AAADDD,ABCDAC,AABADD,BBDDAB,DDBDAA,DDDDAA
231,DDDDAA,DDDADA,CCCADD,AAADAD,AACADD,AACAAD,DDDADA,DDDDAA,DDDDAA,DDDDAA,AAAADD,AAAADD,AAAADD,DDDDAA,DDDDAA,DDDDAA,AAAADD,AABADD,DDDDAA,DDDDAA,DDDDAA,BBAADB,DDCDAA,DDDDAA,AAAADD
232,DDDDAA,AAABDD,DDDBBA,AAAADD,DDDDAA,BAAADD,AAAADC,DDDDAA,AAAADD,AABDDA,DDDCAB,AAAADD,DDDDAA,AAAADD,AACDDB,AAADDB,AAADDB,AAACDC,DDDDAA,AAAADD,CCDDAA,DDDAAB,AAAADD,BAAADC,DDDAAB
233,AAAADD,CCADDA,CDDDBA,BBAADD,DDDDAA,BBAADD,DCCABD,DDDDAA,AAABDD,DDDDAA,DDDBAC,AAABDB,DDDBAB,AAAADD,DDDDAA,DDBABC,AAAADD,AAABDD,DDDDBA,AAABDD,DDDDAA,AAAADD,BCDDAA,AAADDA,AABDAC
234,AAACDD,DDDDAA,DDDDAA,DDDAAC,AAAADC,ABCADD,AAAADD,AABADD,AAAADD,AAAADD,AADADC,DDDDAA,AAAADD,DDDDAA,AACDDB,AAADDD,DDDDAB,DDDCBA,DDDDAA,DDDDAA,DDDDAA,DDDAAA,AAAADD,AAAADD,AAAADD
235,BBAADD,BBBABD,AAAADD,CDDCAC,DDDCAB,CDDDAA,DDDCAB,DDDDAA,AAAADD,AAAADD,AAAADD,AAAADD,AABCDA,DDDCAA,DDDDAA,DDDDAA,DDDDAA,AAAADD,BBDDAA,AABADD,DDDBAB,ABDCAD,BBBDBA,DDDDAA,DDDDAA
236,AAABDD,DDDDAA,DDCDBA,DDDDAA,DDCABA,AADBDC,AAACAD,BBDADD,AAABDD,AAACDD,CCDADA,BBAADD,AAAADC,DDDBAA,AAAADD,CCDDAA,DDDDAB,DDDDAA,DDCDBA,DDADAA,DDADCA,CCDDAC,AAAACD,AAAADD,AAABDC
237,DDDDAA,DDDAAC,AAACDD,AACADC,BBBACD,DDAADC,AABDDA,DDDDAA,DDDDAA,BAAADD,AAAADD,AAAADD,BBBDDA,DDDDAA,DDDDAA,DDDDAA,AAAADD,AAAADD,AAABDD,DDBAAD,DDDDAA,CCDDAD,DDDABA,DDBDCA,AAAADD
238,DDDCAA,DCDAAD,BBDADA,DDBCCA,CCBDAD,AAABCD,AAACDD,AAABDD,BBDCDA,DDCDBA,DDDDAA,AAAADD,AAAADD,AAAADD,DDDDAA,DDDDAA,DDBCAA,AAAADD,AAABDD,AADADD,AAABDD,DDBACD,CCDBDA,BBADAD,AAABDD
239,CCDDCA,DDDBAA,DDBDAA,DDDAAB,DDBCDA,AAAADD,AAAADD,AAACDD,AABADD,AADADB,DDCBCA,DDDDAA,AAACDC,AAAADD,AABADD,DDBACB,BCDDAC,DDDDAA,DDDDAA,DDDDAB,CCCBDA,AAAADD,AAABDD,AABDBD,AAAADD
240,DDDDAA,ABDADA,DDDCAA,AAAADC,BBBDDA,CBAABD,BBADDA,CDDDAA,DDDDAA,AAAADD,DDDDAA,DDDDAA,AAAADD,AAABDD,AAAADD,AABADD,BBCABD,DDDABB,BCDADA,BCDDAA,CCDCAB,CCAADD,ABDDAB,DDBCDA,DDDAAB
241,DDDDAA,DDDCAA,BBADAD,AAACCD,BAAADD,AACADC,AAAADD,DDDDAA,DDDCAA,DDDDAA,DDDBAB,AAAADD,AAAADD,DDDDAA,DDDDAA,AAAADD,AAABDD,AAACDD,AAADAD,CCAADC,DDDDAB,DDCDAA,DDCDAA,DDCACD,AAABDD
242,AAAADD,AACDDB,DDDDAA,DDDDAA,DDDDAA,DDDDAA,AAAADD,AAAADD,AAABDD,AADADA,DDDDAA,DDDDAA,BBBADD,BBAABD,AAAADD,AAACDD,DDDDAA,DDDDAA,DDDDAA,DDAADD,AAAADD,AAAADD,AAAADD,AAABDD,DDDDAA
243,AABACD,DDDBAB,AACDAC,CCADAA,CDDADA,AABADD,DDDDAB,DDCADA,AAAABD,AAABDD,AAAADD,AABADD,CCCDCA,DDDCAA,DDDBAA,DDDDAA,DDDDAA,AAAADD,AAADDD,AAABDD,BAAADC,CCDAAC,AABADB,CCBBDA,CCCDAA
244,AACDDC,DDCDAA,DDDDAA,AAAADD,AAAADD,DDDDAA,DDDDAA,AAAADD,AAAADD,DDDDAA,DDDDAA,DDDADA,AAAADD,AABADC,DDCDAA,BBAADD,CCDDAA,DDDDAA,AAAADD,AAAADD,DDDDAA,AAAADD,AAABDD,DDDCAA,AAABDD
245,DDDDAA,AAABDD,BCDDAA,DDDDAA,BBCACD,AABDAD,DDDDAA,AADACD,CCDDAA,AAADAD,BBBDDA,DDCAAD,CCDDAA,AAAADD,DDDCAC,BBDDBA,DCBDAB,AAAADD,DDDDAA,AAAADD,BBCDCA,DDDAAB,AAAADD,AAAADC,BBCDCA
246,CBACDB,DDDBAB,CCDADA,DDDADA,DDDBDA,ABDDBA,AAACCD,AAABDD,AAACDD,AAACDD,DDCDBA,DDDCAA,CCBAAD,AAACCD,DDADAA,DDDCAA,DDDDAA,DDDDAA,DDDDAA,DDDCCA,CCDADC,AADADD,AABADD,AADADD,AAABDD
247,AAAADD,DDAADA,DDDBAC,AABDDB,DDDCAA,DCCBAD,AAABDD,AAAADD,AAAADD,DDDDAA,DDDDAA,AAAADD,DDDDAA,DDCAAD,AAAADD,AAAADD,DDDDAA,DDDDAA,AAAADD,CCDDCA,AAAADD,AAABDC,DDDAAC,ABBDDA,AABDAC
248,AAAADD,DDDCAA,DDCDAA,DDDCAA,DDADDA,AAADDC,AABADD,AAABDD,AAADDD,DDDADA,DDDCCA,DCADAB,AAAADD,CCDBAA,CCADAD,DDDDAA,DDDCAA,DDDDAA,CCDDAC,AAAADD,AAAADD,AAABDD,AABADD,AAAACD,BBDDDA
249,AAABDD,DDDDAB,DDBADA,BBADDC,DDCADA,DDCCCA,DCAADA,DDDADA,DCAAAD,AAAADD,AAABDD,AABCBD,AAAADD,DDDCAA,DDCDBA,DDDDAA,DDDCAA,DDADAB,BBAADC,DCAADA,ABDADA,DDCAAC,AABDAC,ABDDAC,DCAADB
250,AAAADD,ABDAAD,DDDDAC,DDDDAA,DDDDAA,AAAADD,ABDDCA,DDDDAA,DDCDBA,AAAADD,DDDDAA,DDDDAA,AAAADD,AAADDC,DDDDAA,AAABDD,AAAADD,DDDDAA,DDDDAA,DDCCBA,DDDDAA,AAAADD,AAAADD,CCAADD,BBBDCA
251,BBDDAA,DDBACB,DCBDAA,DDCDAA,ABDCAD,AAAADD,AAAADD,AABADD,AABDBD,ABDDAB,DDADBA,DDCDAA,DDDDAA,AAAADD,AAADDC,DDCBAC,DDDDAA,DDDCBA,DDCDAB,CDDADA,AAABDD,AABDCD,AABADD,AAACDD,DDBABB
252,AAAADD,AAABDD,DDDDAA,DDDDAA,DDDDAA,DDCDAA,AAAADD,AAAADD,AAABDD,AACBDC,DDDDAA,DDDDAA,DCAADB,BBAAAD,AAAADD,AAAADD,DDDDAA,DDDDAA,DDDDAA,DDDCAB,AAABDD,AAABDD,AAAADD,AAAADD,DDCDBA
253,DDDABB,DDDDAA,AAABDD,DDDACA,CCDDAA,AAAADD,DDDCAA,CCAACD,BBCDBA,DDDDAA,AAAADD,AAAADD,AAAADD,DDDDAA,DDDDAA,DDDDAA,AAAADD,AAAADD,AAAADD,AAAADC,DDCAAD,DDDAAC,CCDDAA,DDDBAA,CCDDAA
254,AAAADD,AACBCD,BBAADD,DDADDA,AADDBA,CDDDAB,DDCADA,DDCDBA,DDDDAA,AAAADD,AAAADD,AAAADD,AAABDD,DDDCAA,DDDDAA,DDDDAA,DDDDAA,AAAADD,AAAADD,AAABDD,DDDAAB,DCDAAD,BBDAAD,DCAADA,DDCDAA
255,AAAADD,AAADDC,DDDDAA,DDDDAA,DDDDAA,DDDCAA,BBAACD,AAAADD,AAABDD,AAABDB,DDDDAA,DDDDAA,BBAADD,CBAABD,AAAADD,AAAADD,CCCDCA,DDDDAA,DDDDAA,DDDDAB,AAAADD,AAAADD,AAAADD,AAACDD,DDDDBA
256,AAAADC,CDDDAC,DDDDAA,AAABDD,DDDCAA,BBBABD,AACDDB,DDDCAA,AAAADD,DDDDAA,DDDDAA,AAAADD,CCDDAA,DDDDAB,AAAADD,AAAADD,DDDDAA,AAAADD,DDCCAA,AAAADD,AAADCD,CDDDAA,AAAADD,AAAADD,BBADDB
