,0,1,2,3,4,5,6,7
304,CDDCDFFECAA,ACEFFEDCBAA,AABCDEFFEED,FECAABBCDDE,BCEFFEECBAA,BAAABCDEFFF,FEDBAAABDEF,EFFECAABCDE
305,FFECCBAACCD,ACDFFECCBCE,DEEEEEDDBAA,EDAAABCDEFF,DEFFEDCBAAA,BBBABBCDFFF,ABABCDFFFDC,EEEEEEDBBAA
306,CAABEECEEDE,ECAABDFFECA,AADFFECBCCE,FFFCBAACDDB,ADFEBADFECB,ACEFFDBAACE,FFDBAABDFEC,AAABDFEFFDB
307,DCBEFEBAACF,FECBAABDEFD,EDBAABCCEFF,EBBECEFDAAD,FFCABDDCBCB,CEFFECCBABD,FFEBAAABDFE,DBBCEFFECAA
308,EFFEBAACBEC,BADCEDEEDEB,CABBBBCDEFF,AABBCDDEEFF,EECAABCDFFF,FEEEEDCCBAA,FFEBBBBABCD,ABBDDFEFDCA
309,FFFECBBABBB,CBDDFCCBAEF,AAABCCDEFFF,ABEEEEFECAA,AAABCFFFDDC,FFFEDCBBBAA,BBBABBDDFFF,EFEFDDBBAAB
310,FFECBCDBABE,AACEFFDDCDC,CBDFFFDCAAA,ECAAABDDEFF,EFFEEDCBAAA,AAABCDDEFFF,EFFDBABDCBC,FFFEDCBAAAB
311,DDBAACFFECB,ABDFFFDBBAB,EFFDBAABCDE,ECCCCEFECAA,AACBABEFFEE,CDCBAACFFEC,DDCDFFECAAA,DEFECAAACEF
312,DDFEFECBBAA,CAABEDDEFEF,BDEEFFECAAA,DEFFEDCBAAB,ABDFFEDCBBA,FFFEDBBAABB,AAABBCEEFFF,AAABBCDEFFF
313,AABCCBDFFFE,ECBDFFEDCAA,AABDFFEEDCD,ABCCBCDEFFF,BDFFECCCBAA,EDCCDEFFDAA,AAABDEEFFFE,BAACDEFFECA
314,BBBBBAEFFEE,AADEDBCEEFD,FFEEDCBBAAB,AAABCDDEFFF,EFFFECCBAAA,ECBBBCBBCFF,AABCBDEFEEE,FFFEBBABBBC
315,ABEFFEECCBA,FCDEDEECAAB,ADFFEEDBAAD,EEFFEDCBAAA,AAABCEFFFED,DDCBCBABDFF,CDEFFEECBAA,AABCDDEFFDE
316,DEFEEDACCBA,BABAACEFFFE,AAABCDFFFEE,FFDBAABDEEB,FCAAABCDEFF,DEEECAAACEF,FFEDBAABCDD,DEDBAABDFFE
317,BBDEEDFFCAA,EFECEEDBAAB,AAAABDEEFFF,CCAAACDEFFF,FFDCBABBCCD,DDCAAABDFFE,BAABCDDDEFF,DCAAACDEFEF
318,FFFEDDCBAAA,FFCBCAACDCC,AABBCCEEEFF,EEFEEEDBAAA,DEECBAACEFF,EEEFEDCBBAA,FFEDCCBBBBB,AAABCDEEFFF
319,AAABCDEFEEF,FEDCECDEAAB,FFFEDCBBAAA,AABBCDEEEFF,EEFEDCCCBAA,FFFEECBAAAB,AABBBDEFEEF,AADDBEFDFCD
320,FFEDBBBBBBC,ABCCDEDEEEE,DCFFBECADDC,CBFDEEDFCAA,CCAABCEEFFF,FFFDDDBABCA,CDEBDFECEBA,FFEEEDBBAAA
321,ABDEEFDDECA,DBAADFFECCF,CCBAABDFFFF,DCDFFFECBAA,BDFFEDBAACE,CCDEFFFDBAA,DEECBDFFBAC,EEEBAABDEFE
322,FFFFDCCBAAA,FFDEDCBBABA,AABBBCCDFFF,CDEFFFDCAAA,DEFECBAABDF,EEEEEEDCBAA,FFDCECCCBAA,AAABBCDEEFF
323,AEFFEDCDBBA,FDCBCBCCADE,BBCCFFFEBBA,FFFEDCBBAAB,AAACEFFEEDC,FEEEEDCCBAA,BBABCCDEFFE,AABBBCDEEFF
324,AABBCDEFFEE,FEBCBABBEDD,FEFFECBCBAA,BAABBDDEFFF,AACFFFEDCBB,FEDCBAABDEF,AACBCDEFFED,EDDBACDFEDA
325,DEFEEECABCA,CDFCAAEFDBA,DFFEEDCBAAA,CEFCAAABCEF,DCBBBBBBCFF,DFFEDAAACDE,FFFECBABBBB,AABBDEEFFDE
326,AAABBCEFEFF,BEDBDCFCEDA,FFFEDCCBBAA,AABBCDEEEFF,FFFEDCBBBAA,BAABBCDEFFF,AAADCCEEFEE,EEFDDDCEBAA
327,ABCCCBBDFFF,FECAAACEEED,ECBAACEFFED,BBEFFFDABBC,AAABDFFEEED,FFEDDDDCBAA,ABCDEFFFDAA,ABDEFFFDAAB
328,AABBBDDEFFF,AABBBDEFFEE,FFFEDCBBAAB,AABCCDEEEFF,DEFFEDCBBAA,FFFEDCAAABC,AABCCDEFEEE,FFEEEDCBBAA
329,FFFEDCCBBAA,FDBBBBBBDFF,AAABCDDEEFF,EEEEEEEDAAA,DBAACFFEEDD,FFEBAEEDBBA,FFEEDBBBBBB,AAABBCDEFFF
330,CBBAADEEEDF,FFEEDCBBAAB,AAABBDDEFFF,BBBBBBDFFFB,FEBAAACDEFF,DEEEEEEDBAA,EEEEEFEBAAA,AAACBCDEFFF
331,AACEEFEEECB,FFEEDCBBAAA,AAABCDDEFFF,EFFEEDCCBAA,BBCCAABCEFF,EEEEEEDCBAA,FFCBBAABCEE,AAABCDDEFFF
332,FFEDBABBBBD,ABADEEDDEEF,CDEEEEEDBAA,FFECBAABCDE,ABCEFFEDCBA,AAABBDEEFFF,FFFDCBBBBBB,CBAABCEFFFD
333,FFFEDBBBBAB,AAACCCDEEFF,ADFFEECBCDA,FFEDCAAABCD,BCDFFFECBAA,BAABBCDEFFF,EFFEECCBAAA,FFEDDBAABBC
334,AABCCCDEEEF,ACBCDEEFFDA,FFEDCBAABCD,AABCDEEEEEE,DEFFDBBBBBB,FFFEEDCBAAA,AABBCDEEEFE,FFEDEDBBBAA
335,CCEEFDEEBAA,FFDBAABDEED,BBFFFDCBBBC,BCDFFFECBAA,AAABDFFFEDD,BCCDEFFFCAA,DEFFECAABCD,BAACDBCEFEF
336,FECCBFEBAAD,ABEFEDCDDBA,CDEFFDCCBAA,FFEDCBAABCD,CDEFFEDCBAA,AABBCEFEDEF,DCEFFDBAACD,DEEFFDCBAAA
337,FFECABBBCCB,ABBBBDFEEEF,EEEEEEDDBAA,FECBAABCDFF,FFFEEDCBAAA,AAABBCDEFFF,EEEEEEDCBAA,FFECABBBCCE
338,EFFEECCBBAA,AEBCDDBBEEF,BBBBBBCEFFF,BCDEEEFEAAB,EFFDCBAABCC,ABDEFFEEBAA,FFEDDCCBBAA,BBBBBBBDFFF
339,AAABCDEEEFF,BABECFFFEBA,FFFEEDCBAAA,AABCCDEEEFF,BDEFFECBBAA,FFFEDCAAABC,AAACDCCEFFF,ABCDECDFFCA
340,BBBBBECBCFF,BDFEECDEBAA,EFFEEDBBCAA,AAABCDEEEFF,CDEFFEDCBAA,EEDCBAABDFF,ABDDDFFECAB,EEDEEFDDBAA
341,FFFEDCBCBAA,AABBDDDDEFF,AAABCCDEEFF,DDFEEDDDBAA,EDDDFEEDBAA,ABBBBBCEEFF,FFFDCBBBBBA,CCBAABEDFFD
342,BBBBCBBDFFF,FDCBDCAACEF,FFEEECBCCAA,CAAABCDEEFF,ABDFFFEDBBA,FEDCBAABDEF,CAACDCEFFCB,DDEDEFEDBAA
343,AAABCDEFFEF,FDBCBACFDDC,FFFEDDCBAAA,AAABCDEEEFF,AAADFFEEEDD,FFFEECBAAAB,AABBCEEEEFF,CCDAADDFDBD
344,FFFEDCDCBAA,AACCBCDEFFF,EFEEFDDCAAA,BAAABCDEFFF,FFFEDCBBBAA,AABBCCDEEFF,CECFFEDBAAA,CBABDEEDDFC
345,AAEEFEFDABC,DCAAADFFEED,EFFEEDBAAAB,CEFFFEDCBAA,AAABCDFFFEE,AABBCDEFFFD,FECCCCCBABE,DEECAABDEFE
346,AACEEEEEDCB,FFEEDCBBAAA,AAABBCDEFFF,EFFEEDCCBAA,AABCBBCDEFF,EEEEEEDCBAA,FFDBBAABCDE,AAABCDDEFFF
347,DFFCBAACEEC,FFEDDDCBAAA,ABABBBDEFFF,EEEDDCABFEA,BBAABBDEFFF,EEEFFEDBBAA,FFFECBBABBB,AABBCBCDFFF
348,DDEEBDEBACF,ECAAADFFEDC,BBBAACDEFFF,CBBAABDEFFF,FFEDCBAABCD,FFFDABBBCCB,DEFFDBAACDE,EDBAABEFFDE
349,AACDEDFEBBE,FECAAACEFED,BAACEFFEDCD,FFFDCABBCCA,BAABBCCDFFF,EDCBCEFFDBA,FFEDDDCAABC,CAABCEEDDFF
350,AABBCDEEFFF,EEDBAABEEEC,FFFEDDCBBAA,AABBCDEEEFF,FFFDDCBBBAA,BBABBCDDEFF,AABBCDEFFEE,BAAACEFFFDB
351,FFFECBBBBBB,CAAEEFDBCDE,AABBCDEEFEE,EEEEEEDCBAA,AABDFFFEDCB,AABBCCDEEFF,FFFDCBBCBBA,FFDDCDBABBB
352,FFEDCABCBBB,AACCCCBDFEF,BAABBBDEFFF,ADDCEFFECAA,FCCDFFEBCAA,FFEEDDDCBAA,EFEEEDCBAAA,BCACCDCDFEE
353,BDEEEDEFCAA,FFDCBAABDFE,BAACCCDEEFF,CDCBBCEFFEA,FDBAABCDEEF,CBABDFFFBAE,FFFDCAAABCD,DEDAAACDFFE
354,FFFEBABBDCB,FFEEEDCBAAB,AAABBCDEFFF,ABDCCBBDFFF,FDBAABCCDFF,EEEEEEDDBAA,FFECCBBBBBB,BBAABEEEFEE
355,FFEBAACECCD,FEEEDCAAABD,AACDEEFEDDC,FFFECAAABCD,AABDFFEEDCB,FFDBBAABCEF,AABBBBDEFFF,AABBCDFEFEE
356,FFFECBBABBB,CAAADEEDDFE,EEEFEDDCAAA,AAABCDEEFFE,FEDBBAABDEF,AAACDEEEFFD,BAACEFFDDDD,AABBBCEEFFF
357,EDBCADFFCAB,AACFFEDDEDB,EFEEECDCBAA,AABBCDDEEFF,FFEDDCBBBAA,AABCDCDEEFF,FECAABEECCD,FFFEDCBAABC
358,AAABCDEEFFF,DEDDEEECCAA,FFFEEDCBAAA,AABCDDEEEFF,ABEFFEDCBBB,FFFEEDCBAAA,AABBCDEEEFF,CDCEDEEEDAA
359,DCAABEFEDED,CAAACEFFDCD,CCAAADEEFFE,CDFFEBBDEBA,EEEBAABEFED,BBBDFFFEBAA,CDFFFDBAABD,FFDBAABCEFD
360,FFFEDCCBBAA,AAABCCDEEFF,AAABCDEEEFF,EEEDEEDCBAA,FEDDDCFEBAA,EFFEEDDBAAA,CDAEFCBADDD,AAABCEDEEFF
361,FEDBBABCDCE,BAADDBCFFEF,DBEDAECADEE,AEECFEABDCD,BAACFFFEBBE,FFFEDCBBDBA,FDDDBCEAACF,FDEECCDBACA
362,EDDBAABDEFF,ECBAAACDFFF,DCEFECAABDE,FDBABEFECAB,DDCAABEFEDF,FEDCEFECAAA,AABDEFDEFDA,DEECAAACFFE
363,EFFFEDCCAAA,AACBBBEEEFF,BDFEEFDECAA,EEECBAABDEF,AACEFFEDDCB,FFEDCBBAACD,DDEEEEECAAA,DCABBBBDFFF
364,FFFEDCCBBAA,BABBEEDCDEF,AAACCDDEEFF,ACDCCCFEEDA,EFDABFECBBB,BACBBCEFEDF,FFEEDCCBBAA,FFCCCEADDBC
365,CCCCBBBFFFB,FEEDCDBADAB,AAABBCCEFFF,AABCDCDEFFB,FFCBAABBCDD,EEEEEEDCBAA,FFFDCBBABBC,AAABBDEFEEE
366,ABBBADFFFDB,BDFFFEDCBAA,DFFFEECBAAA,AABBCDEEFFF,ACEFFDCCCBA,DDDDDEFEDAA,ABDEFFFDAAB,CDEFDAABDFD
367,DDEEEBCCABD,FFCEBAACCCE,AAACCEEDEFF,AACDCEFEEDD,FFCBBBABCDE,FFEEEECCBAA,ACEFDFDEABB,AAABCDEDEFF
368,EBCBDFDBACF,ABEFEDCEDBA,BEFFEDDBABA,AAABCDDEFFF,FFFEDCCBAAA,AAABCDEFFEF,CECEFFDAABD,EEEEFEDCAAA
369,FFEDBABACFB,ABDCBBCEFFE,FEFEEDCBAAA,AAABCDDEFFF,BDEFFEDCBAA,FEDBAABBDEF,AABACDEFFEC,BCCCBBDBEFE
370,ABCDEEFECBC,FFDEDCCBAAA,FECAAABDDEF,ABCCBBBDEFF,EFFFDCBBAAB,AABBCDEEFFE,FFDDDDCCAAA,BAABBCDEFFF
371,FFFDCAABBCC,AABBCDDEEEF,EFFEEBBBCCA,FFECAAABCDE,DEFFFEDCAAA,BAABBCDEFFF,EDDEEEFDAAB,FFFFEDBBAAA
372,FFFEDBBABBB,ABBCDCEDEFF,AABBCCDEEFF,EEDFDDDEAAA,AAACEEFFDED,FFEEECCBAAA,EBBBBBFFCEC,EEEEDFCCAAA
373,FFFDBBBBCBA,AABCDCCEEFF,AABCCCDEFFF,BBEFFDEDCAA,ECBCEEEFDAA,FFECDECCABA,EEFECEDABAB,FEDEEDBBBAB
374,AACEEEFEECB,FFEEDCCBAAA,AAABCCDEFFF,EFFEEDDCBAA,BBCCAABCEFF,EEEEEEDCBAA,FFDBBAABCDE,AAABCDDEFFF
375,DCAACFEEFCA,BABDFFFECBA,ACEFFDBABBD,FFFDBAAABDD,CBAABCEEDFF,FDABEECBCBB,EFFEEBBDDAA,ABECACEDBEF
376,EFDBABBDFDC,AABBBCDEFFF,FFEEEDDBAAA,AAABCDDEEFF,FFFEDCBBBAA,AABCDDEEEEF,AABCDEFFECA,FFEEECCCBAA
377,AABEDFECAEF,FDAABEEECDC,BBAABCDDEFF,EEFFEDCBAAA,CEFFFDCBAAB,FFFEDCBBBAA,CCDFFFECAAA,ABDEEBACFFE
378,EFFEDDDCBAA,FFDCCCBBBBB,BABABCCEFFF,EEFFEDCAAAB,DEFFEDCBBAA,CEFFEEDBBAA,DDEEEEEDBAB,AAABCBCEFFF
379,CDBBAADEDFF,DCFEEEECBAA,DBABBBCDEFF,AABCCCCDFFF,DCAAACDEEEF,EEEEEDDCBAA,FFFEDCBBBBA,DBABCFEEFCB
380,ABDEFFEEDBA,EBAABCCCEFF,FFDCAAABDEF,AACDEEEEEDC,BCFFBAABCEF,FEEEEDDCAAA,AAACDEEFEEE,EDCAAABDEFF
381,AACEEEEEEDC,CAAABCDEFFF,FFEDCBAABCD,AABDEEEEEDD,AAACEEEEEEF,EEEEEDDCBAA,AAABCDEFFFE,BABBACDEFFF
382,AAABCDDEFEF,FEDEDDDBBAA,FFEDDEDBBAA,AAABCDEEEFF,AACFFEEDCBB,FFFEDBAABCD,AABBBDEFEFF,DDEFEEDBBAA
383,CBBACCBBEFF,FFCBCAACFED,EFDDEEDCBAA,AABBCDEEEFF,FFFEDCCBBAA,BAAABDDEFFF,ACCCEFFEBAC,EEEEFEDCBAA
384,ABBABCDEFFF,FFEEECBABBB,BBBBBBBDEFF,AABBBBCEFFF,EDBAABCCEFF,EEEEEEDDAAA,FFEEEDBAAAA,ACACCDCFFFC
385,EDCBABDCFFE,FFEECBABBBB,ABBBBCCEFFF,BBBCCCDFFEB,DBAAABCDFFF,EEEEEDDDBAA,FFEEDDCBBAA,ABBBBCDEFFF
386,AAACDDEFFEE,FDCAAAEDEEE,FFEEEDCBAAA,DBAABCDEEFF,DEFFEDCBAAA,CCBAABCDEFF,AAACDEFFEEE,FEEEDECCAAA
387,EFFEEDCBBAA,FFEDDBBABBB,AAABCDDDEFF,EEEEEEDCBAA,AAADEFEEDDE,EEEEEDCCBAA,FFEDBBABBCC,AAABBCDEEFF
388,AABBCCEDEFF,DBBAAEFFEDD,FFFEDBBABBB,AABCCDEEEFF,BCFFFDCBBBA,FFFEDCBAAAA,AABBCEEEEEF,AABDDDFFCBD
389,BCDFEFDEBAB,FBABFEDBBBF,FFFEDCBAABA,AABBBCDEFFF,BCFFFDCCBAA,FFFEDCBAAAB,ABDEFFFBBBB,CBAADFECDFE
390,FFFEDBBAABB,AACEEEEDCDE,ABEFFEEDCAB,FFEDCAAABCD,EFFFEDCBAAA,AAABCCDEFFF,FFFEEDCBAAA,FFEFEDBBBAA
391,AABBDDFFFCB,EFFEECBAAAA,AAABBDDEEFF,AAABCDDEFFF,BBAABCDEFFF,EEEEEDDDBAA,FFEDCCBBBBB,AAABBDEEFFF
392,ECADEFDDEAA,AABDCBBDFFF,BAABBDEFFED,DEEFFECBAAA,FEDDCAACFDB,BBAABCDFFFE,BBCEFFEDBAA,BCEFFDBAABE
393,AACEEEEEEDC,FFEEDCCBAAA,AAABBCDEFFF,EEFEEEDCBAA,AAACCCCDEFF,EEEEEEEDBAA,FFECBBAABCC,AAABCDDEFFF
394,FFEDCCBABBB,BFECAABEEDD,FEFEEDCBAAA,BAAABCDEFFF,FFEDCCBBAAB,AABBCDEEEFF,FFFEDCCBBAA,AAABDDDEFFD
395,FFFDCCDCBAA,FECBBCAABFF,AAABCDDEFFF,EEEEEDDDBAA,CAAACEEEEEE,FEFEEDCCBAA,FFEDDCBBBBA,AAABCCDEFFF
396,FFEDCAABBCC,AAABCDEEEFF,DDDEFFEDBAA,FFFEEDCBAAA,AAABDEFFEED,AAABCDEEEFF,EEFEEDCCAAA,FFEDBBCBACB
397,ADEEFDFCBAA,FEBCEDCCCBA,FFFEDBAAABC,AAABCDDEFFF,FFFEDCBBAAB,ABBCBCBDFFF,FEDDEFCBBAA,BBBBBBCDFFF
398,BCCBAABEFFF,DCBAABCDFFF,FFEDCBAABCD,FFFECBAABCC,ABCEFFEECBA,DCCDEFFEBAA,AABBCDEFFFE,CAAABDEFFFD
399,ABBCBACEFFF,CAABEFFFECB,CBAACEFFEED,BAABCDEEFFF,AAACEFEEEDD,FEEDDDDDBAA,AABDEFFFECA,ABDFFFECAAB
400,CCEEFEBAADE,ECABEFFEDBA,ABCEFFEDCBB,AACDEFFEDBA,CBAAACEFFEE,AACDEFFEDBA,CAABCDEFFDE,BCEFDBAADEF
401,AAACCDEEEFF,FDEEECDCAAA,FFEEDDCBAAA,AABCCDEEEFF,FFFEDCBBAAA,FFEDBAABCDD,AABCBCDEFEF,EEEDEDCEBAA
402,EFEFEDCCBAA,FFDDDDBBABA,AAABCCDEEFF,BCCCCCEFFDA,ECAAABCDEFF,ABCDEFEEEBA,FFECCCCBBAA,AAABBDDEFFF
403,FFFEBABCBBC,ABCCEEDECEC,DBBBBBBCEFF,AABBCDEEEFF,FEDAAABCDEF,EEEEEEDDAAA,FFDDCCBBBBA,ABBCECFEFDA
404,DDDECAAADFF,DBBAACEFFEC,AAABEFFEDCD,CCEFFDBABBC,DBAAEFDBCEE,BBBDFFECCAB,EFEBAAACEFC,BABDFFECACD
405,ABBBEFEDBBF,FFFEDDCBAAA,BEFFEDCAAAC,ABBCBBDEFFF,FFEDCBBBABB,CBAABCDFFFD,BAAABCDEFFF,FDBAAACDEFE
406,EEEEEDBCDBA,CBDFFFDBABD,ABABBCEFFFF,EFFFECAAACD,FECAAABCEEF,EFFCACEEDBA,EFFECBAABCD,DBAABDEFEDF
407,FFECABCBBBB,AABCCDDEFFF,CEFEEFDCBAA,FFFEDCBAABB,BCDFFFECBAA,AAABCDDEFFF,ABEEEEFEBAB,FFEEEDBBAAA
408,BBCDBDFFECA,BDFFFEDBAAA,AEFFECAABCD,ACBBBBDDEFF,FFFEDCBBBAA,DDFFECBAACE,EFFEDBAABCD,EFFDBAABCEE
409,AAABEFEDDEF,FECBAAACEFE,FFECAABDEDD,AAABCDDEFFF,BCEFFDEDBAA,FFFFECAAABC,EFFDBAADECB,BCEFEBAACEE
410,DDEDDCDFDBA,BBAEEBBAFFE,AABCCCEEFFF,CBEEEFEECAA,AAAABEFFEEE,FFEEEDCBAAA,FFDECDDBBAB,ABCEFFFCCBB
411,FFFDCBBBABB,BBAABDEDEFF,ACFFFEDCCBA,DCBAABCDEFF,FFECBAAACDE,AACDEEFFECB,FFEEECCBAAA,AABCDEFFEDB
412,AACEEFEEDCB,FFEEDDCBAAA,AAABBCDEFFF,EEFEEDDCBAA,BBCCAABCEFF,EEEEEEDCBAA,FFECBBABCDD,AAABCCDEFFF
413,BAADFDCEFDB,CEFEDBAABDF,FEBAABBCEFE,CAABBDFFBDE,BACEBEFECAB,CEECBBAADFF,EDBBCEFFCAA,ACEFEBAACEF
414,AABDEEEEEDC,FFEEDCCBAAA,AAABBCDEFFF,DEFEEDDCBAA,BBCCBBBDEFF,DEEEEEEDBAA,FFECCBABBCC,AAABCDDEFFF
415,FEDDCCAACEE,DBACBBBCDFF,AAACEFEDDEE,FFEEEDCCAAA,AAABCDEFFEE,FFFDCBBBABB,ABCCCCCDFFF,FECFEBAABDB
416,DDCAAABDFFF,FFECBAABCDE,DEEEEEDCBAA,BAAABCDEFFF,EEFFEDCBAAA,CBBAABCEFFF,CEFFEDCAABA,BCCEFFEEABA
417,AABDDDEFEDD,FEDDCBBCBBB,FFFECBABBBB,AABBCDDDEFF,BDFFFECBAAB,ACCDBBABEFF,FFDDDCBABBB,BBBBABDEFFF
418,CDEFEEEDCAA,BBAABDDDDFF,FFFDDBBBAAB,AAABCDEEFFF,EFFFDCBBAAA,FFEEDBAABBD,DFFFDABCBCA,ABCEBACFEDF
419,BBCDEDEFEBA,DFFECBAACEF,FDADEECAABE,EDBAADFFEDA,AAACEFEEDDE,EEEEEEDCBAA,FEBAAABDEFE,ABCEEBADFFD
420,DDDBAEFECBB,FFEDDCCCAAA,FFECAABBCDD,AABBBCDEFFF,FFFDCBBABBB,AABBBDEEFFF,DEFFFEBBBBA,ABBABDEEFFE
421,AABCCCDEEFF,AABBBDEFFFE,FFFEDCBBAAA,AABCDDEEEEF,AAACEEEEEEE,FFEEEDCBAAA,AAABCDEEEEF,FFEEECCBAAA
422,BCDEEECEEBA,EFFDCDCBAAD,AAABCDDEFFF,FEEBAABDEFD,FECAABBCDEF,EDDEEFEDBAA,BBCDDEFFEBA,AABCEFFDCEF
423,ABBFFFFDBBB,FEEDCDDCBAA,FFFEECCBAAA,ABCCBCCCDFF,DEFFEDBAAAB,BCEFFFDBAAB,FFEEDCCBBBA,DCBBBBBDEFF
424,AAABCDEEEFF,FFEBABCDCBB,FFFEEDCBAAA,FFCAABBCDDE,AAABBCDEFFF,FEEEEDDCBAA,FDAABBBCEFF,AABBEEFFEDD
425,CBABEECBCEF,FDBAACEFEDB,AABEFFECBBC,AEFFFDBABBC,DAABEECBDFF,DCBBAACEFFD,DCBBCEFFDBA,BCDFFFDBABB
426,ABBBABFFFED,CAAACEFFFEC,BAAABCEFFFE,EBACBACCEFF,DCFFEEDCBAA,EEDEFFCAABD,EFFFEDBAAAB,BCEFFFDBABC
427,EEECAAABEEF,AEEDEEEECCA,FFEEEDCBAAA,AABBCDEEEFF,FFFEDCBBBAA,BAAABCDEFFF,AEFBBCEDEDE,EEFFEDDCBAA
428,BCBBAADEEFF,FFDDDCCBBAA,AAABBCDEEFF,ABCCCCEFFEA,FFDCBBBBBBC,BCDEEEFEABA,FFFDBCCCABB,ABDCABCDEFF
429,BABBCDDCDFF,EEEDDFECBAA,AABBCDEEFFF,EFFFEDCBAAA,FFDCBBAABDF,AAABCDEFEEF,DDDEFFDCAAA,EDDEFFDCBAA
430,BBBBBABDFFF,FFFCBABCBBE,FFEEEDCBAAA,AABCCDEEEFF,BCEFFECCBAA,FFEECBAABDE,AACCDEEEEEE,DDDEFEEDCAA
431,ABCDBAFECEF,BAAFFFECDDB,FFEDBAAABDE,AABCCDEEEFF,EFFEDCBBAAA,FFFEDCBAAAB,AABDEFFEEDC,DDDBABEFACF
432,ADCCFFEDDBA,FFEDDDCBAAB,FECCAABCDEF,BBBCDCCBDFF,EFFFECBBAAA,ABBBBBCEFFF,DCEFFEAABCB,BBBCCACEEFF
433,FEDBBEECAAB,ABBCEFFDDCD,ECAABEFFECB,FDEFFECBAAA,BCEFFFDCBAA,AABCDEEDEFF,FFEDAACDCBD,EFFFECCBAAA
434,EDBCFFEBAAC,EFECBAAACEE,ECAABCEFFDC,CEDFFECABAB,BAADFFDCDED,BBBDEFFCCDA,DEFFECBAABC,FFDBAABCEFE
435,AAABBDEEFFE,DECCBDFEEBA,FFEDBAABBDE,AABCDEEEEEE,AACFEDDDEEE,FFEEEDCBAAA,AAABCCDEFFF,ACBBEFFCDDC
436,AACECFECAEE,EDBAAACDFFF,FDCAAABCEFF,EEFFEDBAABC,ABCFFFEDCBA,BBDEEEFEDAA,DEEFDAABCEE,EFFDAAACDEE
437,CBBBDCBADFF,DFFDCBDBAAD,FFEDDCBBCBA,AAABCDDEFFF,FFFEDCCBAAA,AAABBDEFEEF,CDFFECAACDB,DEEFFECCBAA
438,FFECBACCBBB,BCACCBBCDFF,AACCCCDEEFF,AACDEDDEEEC,ECBBDFEFDAA,FFEEEDBBAAA,AABBCCEEEEF,FFCACCCCEBA
439,BDFFFDCDCAA,BBAACCDDEFF,FFFECCBBABB,AABCDDEEEEF,EFFFDCBBBBA,FFFEEDCBAAA,AABBCDEEFFE,BBCDBADFCEF
440,AACDEEFEECB,FFEEDDCBAAA,AAABBCDEFFF,DEFEEEDCBAA,BBCBBBBDEFF,DDEEEEEDBAA,FFEDCBBBBBB,AAABBCDEFFF
441,FFEDCABBCBB,BAABECDECEF,AAABCDEEEFF,BCEFFFEDAAA,EEEECDFDAAA,FFFEEECBAAA,AEECDBADEED,BDDEEEECDCA
442,EFFDABBDCCA,FFDBCECBCCA,FFFDCAAACDE,AAABCDEEEFF,FDBAABBDEEF,EEFEEDCCBBA,FFFDCCBAACD,BCECEDDAEEB
443,DFFEDDDDAAA,FFFEDCBBAAB,AAABCDEEEFF,CCDCCCEFFBA,BBAABCDEFFF,CDEEEDEECAA,FFEDDCCBBAA,AAABCCDEFFF
444,EEEECCCDCCA,EBBFEBECACE,AAABCDEEEFF,AEECEFCCCCA,AAABCDFFEEE,FFEEEDCCAAA,FFECBCABBCD,ABCDFDEEECB
445,EDBCFFECAAC,EFECAAABDFE,CBAABDFFFDC,BBDFFDAABDE,FCCECAAACEF,CBBBBDFFEBA,BBCEFFEBABB,CEFDBAABDFF
446,AABCCDEFEEE,BCBBDDEFFDA,FFEDBAAACDE,AABDDEEEEEE,AABEDDCDEEF,FEEEEDDCBAA,AAABCDEEFFF,FFEECBCCBAA
447,BCDFFFEDBAA,FCBECEDBCBA,EEEFEEBAAAD,CEDDDDBABDF,DEFFEDCBAAA,EEEEEEEBAAA,ABDBBBDFFFD,AABBCDCDFFF
448,CFFFEACCBBA,EECBBAABEFF,EFFEDCBCBBA,FFEEDDBAAAC,AABDFFEEDCB,FFFEDCBAAAB,AAABDEFFEED,AABCCDEDEFF
449,AABDDDEEEEE,FEEEDDDDBAA,FFDCBAABCEF,AACDEEEEEDD,FFFDBBAABCC,FFEEEDCBAAA,AAABCDEEFFF,CDDEDEEECBA
450,AACDEFFEECB,FFEEDCBBAAA,AAABCCDEFFF,EFFEEDCCBAA,BBCCAABCEFF,EEEEEEDCBAA,FFDBBAABCDE,AAABCDDEFFF
451,FFFECBABBBC,AABBCCCDEFF,EEEEEEDCBAA,BAABBCDEFFF,FFFEDCCBAAA,AAABCDEEFFF,DFFEDBDABBA,FFFBCCCCABB
452,FEECAABEEED,FFEEDDBBABB,BBACBBCDEFF,AABCDDEFFDC,FFDBABBBCDE,EEEEEDDCBAA,FFEDDDBBBBA,AAABCDDFFFD
453,BCDFFFEECAA,EDBAACDDDDF,AABBCDDCDFF,FFEDBBBBBBB,FFFEDCBAAAB,BDBABCCDEFF,EEEAACEFEBA,BDEDBAACEFF
454,BBDDEDDFEBA,DFFDCEEDBAA,AAABCEEEEEE,EEFFEEDBAAA,CDFFEDCBAAC,FFFEDBCBAAC,EDCDEFFDBAA,AABDEFDBCEF
455,EEEDDCEFCAA,FFEEEDBABAB,AAABBDDEFFF,ABBCCCDFFFA,FECAAACCEEF,EEEEEEDEBBA,FFFEEBBAABA,BDBABCCEDFF
