,0,1,2,3,4
476,HHGDEDCBABB,AABCCDDGGHH,EFHHGCAABCE,GGGGGFDBAAA,FEDDBCBDCDH
477,FHHGEEDCAAA,ABAFFFHGDCE,BBBBDGHHFDB,HGEBABBBFGG,ABABDDEFHHH
478,HHGFEDCBBBA,AABCDEFGGHG,HGFFDBBBBCH,HGGGGFDBAAA,AABBCEEFGHH
479,CFHHHGECBAA,BAABCDFGHHH,HHGDBBBABEG,GGGGGEDBAAA,AABBCEFGHHG
480,HHEDECBBBDD,AABACEFGGHH,GFEEBAABEHF,HGGGECAAACE,BDEDGGDGDAF
481,HHEACCBCEED,CBBBBBDFGHH,EGHHECBABCD,GGGGGECCABA,DDEEHHDBAAG
482,HGBACBDEFDD,HHGFFFECAAA,BDEGHHGDCAA,ABDFGGHGDCB,ABDDDGHGBBG
483,HHFDCEECCBA,AABCFHGGGEC,BAABCEGHGFE,EBBABCEFGHH,HDDFDFFCAAG
484,BBBBCDDFGHH,HHGFDBAABDE,CEFGGHFCBAA,EDCBAACEGHH,HHGFEDCCBAA
485,ECAABBEGHHH,GGGGFEEDCAA,AABCDFHHGFE,BAABCEFGGGH,HHGFEDBAABE
486,FGGFGEAEEBA,BEACHGEDEFB,CCCBABDGHHG,FEGGFBABEEG,EBAADFEFGGG
487,EDEHGHDDBAA,GFFBAACEFGH,BBDFGHGEBAB,ACEFGHHEBBB,EDBBBBEEGGH
488,BFHHGFECBAA,FFFFGGFDAAA,CBBABCEHHHG,GHHGFCCCBBA,ABBBCDEGHHG
489,GHHFFECBBAA,AAABDFGGGGG,FEBAACHHFEF,HHGFEDCCBAA,BBBBBDEGHHH
490,HHFDEDBCCBA,AABBDEFGGHH,HHGECBBEDBA,HHGGFEBAABC,DCBDDGFFFAG
491,ACEDHHDEDDE,GGHHFBBBCBB,BBBABEHHGFD,HHGEDBABDEF,ABBBCDFGHHG
492,HHGFFECAABB,AABBDEFGHGG,HHHFDBBACDB,GHHGFECBBAA,AABBEFGGGGF
493,AACCBCFGHGH,HFGHFEDDBAA,ABBBCDEGHHH,HGFEBAACFEG,GFFGGGFBABA
494,HHGFFECBBAA,BBABCDFGHHH,GGDBBBACEGH,FFGGGFECBAA,CCBBBBDFGHH
495,GCAACEEEGFH,ABABCEFGGGH,EFHHFEEBBBA,HHHFCBABBCC,FFFGGGEDCAA
496,ADCBGGHGFEC,GGGFDBAACFG,EFGGHHDBBAA,CBBABDFGGHH,EEEEGGGGCAA
497,FGFFHGFCAAA,CCCBCBBEGHH,BCCBBEHFCEH,HHGFECCBBBB,BBABCDFGHHH
498,CCDGFCABGHG,EBAADGHGFEF,CEGHHGEBABB,CCEHHFBACEE,CABFHGBCFHD
499,FHHGGECBAAB,FGGGEBAACEG,BDFFFHHCBBB,FEDBAABEGHH,HHECAABCDFG
